index,dist,dn1,dn2,dnm,dt,head,id,speed,t1,t2,tm,u,v,x1,x2,xm,y1,y2,ym,depth,i,us,vs,nsmooth,model_time,model_z_bed,model_z_eta,model_u,model_v,model_loc_err,model_x,model_y
0,97.01159724486551,736777.7145833332,736777.7166666667,736777.715625,207.0,2.5135542298560942,8255,0.4686550591539397,1521936563.0,1521936770.0,1521936666.5,-0.37922705314009664,0.2753623188405797,647434.6,647356.1,647395.35,4185697.1,4185754.1,4185725.6,1.7557,110464.0,-0.2923774652575519,0.3324942442650691,5.0,2018-03-25 00:00:00.500,-5.454529,-1.9258020521294004,-0.3773859167765338,0.4663292307606181,1.0470366232922097,647395.35,4185725.6
1,24.20743687382041,736777.7166666667,736777.7173611111,736777.7170138889,15.0,0.9025069079643124,8255,1.6138291249213603,1521936770.0,1521936785.0,1521936777.5,1.0,1.2666666666666666,647356.1,647371.1,647363.6,4185754.1,4185773.1,4185763.6,1.649,109264.0,-0.285638994083873,0.33351250414477945,6.0,2018-03-25 00:00:00.500,-5.67889,-1.9242564648944187,-0.3596874763479814,0.38128997300872747,2.7557321300806157,647363.6,4185763.6
2,6.264982043070834,736777.7173611111,736777.7173611111,736777.7173611111,15.0,2.070143048475027,8255,0.4176654695380556,1521936785.0,1521936800.0,1521936792.5,-0.2,0.36666666666666653,647371.1,647368.1,647369.6,4185773.1,4185778.6,4185775.85,1.7587,113967.0,-0.2829129232895646,0.3361648621669354,7.0,2018-03-25 00:00:00.500,-5.675429,-1.9240448489501296,-0.3265689936549282,0.32917663446367695,1.510077935924279,647369.6,4185775.85
3,5.0,736777.7173611111,736777.7173611111,736777.7173611111,15.0,2.4980915447965093,8255,0.3333333333333333,1521936800.0,1521936815.0,1521936807.5,-0.26666666666666666,0.2,647368.1,647364.1,647366.1,4185778.6,4185781.6,4185780.1,1.7038,115649.0,-0.27889067591693345,0.3355249622253735,8.0,2018-03-25 00:00:00.500,-5.607881,-1.924355771148871,-0.33135788412517825,0.3390244530220071,1.4637239495804235,647366.1,4185780.1
4,1.5811388300841898,736777.7173611111,736777.7173611111,736777.7173611111,5.0,2.8198420991931514,8255,0.31622776601683794,1521936815.0,1521936820.0,1521936817.5,-0.3,0.1,647364.1,647362.6,647363.35,4185781.6,4185782.1,4185781.85,1.4509,109161.0,-0.08398213146139119,0.3901723037651563,8.0,2018-03-25 00:00:00.500,-5.450641,-1.92465813622176,-0.3322549106494806,0.34245414906327665,0.6267681728403354,647363.35,4185781.85
5,6.726812023536855,736777.7173611111,736777.7173611111,736777.7173611111,10.0,2.3036114285814038,8255,0.6726812023536854,1521936820.0,1521936830.0,1521936825.0,-0.45,0.5,647362.6,647358.1,647360.35,4185782.1,4185787.1,4185784.6,1.2192,108776.0,-0.2571676802780191,0.2506516072980017,8.0,2018-03-25 00:00:00.500,-5.373505,-1.9248369783085488,-0.3347805548756863,0.34670549278276735,0.6916055929086107,647360.35,4185784.6
6,1.4142135623730951,736777.7173611111,736777.7180555556,736777.7177083334,10.0,2.3561944901923453,8255,0.1414213562373095,1521936830.0,1521936840.0,1521936835.0,-0.1,0.1,647358.1,647357.1,647357.6,4185787.1,4185788.1,4185787.6,1.2283,109121.0,-0.2769853508095605,0.2376638396299152,8.0,2018-03-25 00:00:00.500,-5.443667,-1.9250768790815096,-0.3381724741356481,0.3503202814484549,0.9822142362482704,647357.6,4185787.6
7,1.118033988749895,736777.7180555556,736777.7180555556,736777.7180555556,5.0,-1.1071487177940904,8255,0.22360679774997896,1521936840.0,1521936845.0,1521936842.5,0.1,-0.2,647357.1,647357.6,647357.35,4185788.1,4185787.1,4185787.6,1.2283,109121.0,-0.28913591565436625,0.25022920009168004,8.0,2018-03-25 00:00:00.500,-5.443667,-1.9250768790815096,-0.3381724741356481,0.3503202814484549,0.8187428203627176,647357.35,4185787.6
8,4.949747468305833,736777.7180555556,736777.7180555556,736777.7180555556,5.0,2.3561944901923453,8255,0.9899494936611666,1521936845.0,1521936850.0,1521936847.5,-0.7,0.7,647357.6,647354.1,647355.85,4185787.1,4185790.6,4185788.85,1.2283,109121.0,-0.3019666269368296,0.2558998808104887,8.0,2018-03-25 00:00:00.500,-5.443667,-1.9250768790815096,-0.3381724741356481,0.3503202814484549,1.1851834483705919,647355.85,4185788.85
9,2.9154759474226504,736777.7180555556,736777.7180555556,736777.7180555556,6.0,2.601173153319209,8255,0.4859126579037751,1521936850.0,1521936856.0,1521936853.0,-0.4166666666666667,0.25,647354.1,647351.6,647352.85,4185790.6,4185792.1,4185791.35,1.2344,108772.0,-0.30004381001058744,0.2630608594063744,8.0,2018-03-25 00:00:00.500,-5.350297,-1.9253408323882029,-0.344377546425813,0.3516606490329478,0.5220323481732654,647352.85,4185791.35
10,3.9051248379533265,736777.7180555556,736777.7180555556,736777.7180555556,10.0,2.4468543773930898,8255,0.3905124837953327,1521936856.0,1521936866.0,1521936861.0,-0.3,0.25,647351.6,647348.6,647350.1,4185792.1,4185794.6,4185793.35,1.1826,108882.0,-0.3071353065539112,0.30422832980972514,8.0,2018-03-25 00:00:00.500,-5.308579,-1.9255029664404995,-0.343104928129279,0.352387080173939,1.3556536872823455,647350.1,4185793.35
