Fish,ID,Node_count,X,Y,Z,Sec,Error,dt,uSecs
5,7245,4,647327.6,4185734.1,2.5,1521966990,0.001803,3/25/2018 1:36,362829
5,7245,3,647418.1,4185654.1,5,1521967030,1.10E-05,3/25/2018 1:37,805715
5,7245,3,647343.1,4185726.1,4,1521967066,5.00E-06,3/25/2018 1:37,155930
5,7245,3,647332.1,4185715.6,1.5,1521967086,0.00015,3/25/2018 1:38,369238
5,7245,3,647337.1,4185721.6,0,1521967091,9.30E-05,3/25/2018 1:38,423697
5,7245,3,647340.1,4185723.6,0,1521967096,7.40E-05,3/25/2018 1:38,474647
5,7245,4,647336.1,4185717.6,3,1521967106,0.000327,3/25/2018 1:38,579249
5,7245,6,647335.1,4185716.1,4,1521967111,0.001552,3/25/2018 1:38,632599
5,7245,5,647334.6,4185727.6,0,1521967126,0.000505,3/25/2018 1:38,810538
5,7245,3,647318.1,4185700.1,1,1521967152,4.30E-05,3/25/2018 1:39,64419
5,7245,3,647340.6,4185713.1,2.5,1521967167,5.70E-05,3/25/2018 1:39,215564
5,7245,3,647345.6,4185715.6,1.5,1521967192,9.10E-05,3/25/2018 1:39,474619
5,7245,3,647337.6,4185709.6,0,1521967202,9.30E-05,3/25/2018 1:40,578693
5,7245,3,647339.6,4185711.1,3.5,1521967222,5.10E-05,3/25/2018 1:40,786890
5,7245,3,647341.6,4185715.1,0,1521967242,7.70E-05,3/25/2018 1:40,999871
5,7245,3,647338.6,4185725.6,0,1521967268,0.000273,3/25/2018 1:41,271564
5,7245,3,647338.6,4185728.6,2.5,1521967283,0.000123,3/25/2018 1:41,430207
5,7245,3,647346.6,4185731.6,1,1521967288,6.00E-05,3/25/2018 1:41,481436
5,7245,3,647344.1,4185739.1,2,1521967323,0.000139,3/25/2018 1:42,850138
5,7245,4,647340.6,4185746.1,3,1521967339,0.000602,3/25/2018 1:42,23385
5,7245,5,647336.1,4185746.6,5,1521967374,0.000399,3/25/2018 1:42,395822
5,7245,4,647338.1,4185744.1,0,1521967379,0.000149,3/25/2018 1:42,427806
5,7245,6,647337.1,4185742.6,0.5,1521967384,0.000464,3/25/2018 1:43,481275
5,7245,3,647441.6,4185610.6,1.5,1521967399,7.00E-06,3/25/2018 1:43,659691
5,7245,3,647302.6,4185758.6,5,1521967414,2.00E-06,3/25/2018 1:43,814345
5,7245,4,647323.6,4185749.1,0,1521967419,0.000415,3/25/2018 1:43,864959
5,7245,4,647326.1,4185760.1,2,1521967424,0.002221,3/25/2018 1:43,907059
5,7245,3,647301.6,4185758.1,5,1521967429,6.00E-06,3/25/2018 1:43,968030
5,7245,5,647323.1,4185742.6,0,1521967435,0.012839,3/25/2018 1:43,25080
5,7245,5,647321.1,4185749.6,2,1521967440,0.004745,3/25/2018 1:44,66270
5,7245,3,647338.1,4185767.1,4,1521967445,2.80E-05,3/25/2018 1:44,136486
5,7245,3,647314.1,4185742.1,3,1521967450,1.90E-05,3/25/2018 1:44,172262
5,7245,3,647303.1,4185752.1,4.5,1521967455,3.00E-06,3/25/2018 1:44,222737
5,7245,3,647314.1,4185751.6,4.5,1521967460,7.00E-06,3/25/2018 1:44,272957
5,7245,3,647433.1,4185655.1,0.5,1521967465,0,3/25/2018 1:44,322884
5,7245,5,647314.6,4185745.1,0,1521967470,0.000279,3/25/2018 1:44,374132
5,7245,5,647313.6,4185744.6,0,1521967485,0.00055,3/25/2018 1:44,524634
5,7245,3,647323.1,4185731.1,2,1521967536,1.00E-05,3/25/2018 1:45,49550
5,7245,4,647321.6,4185739.1,0,1521967556,0.000722,3/25/2018 1:45,249500
5,7245,4,647333.6,4185764.1,2,1521967722,0.004326,3/25/2018 1:48,883358
5,7245,3,647337.6,4185770.1,4.5,1521967727,5.60E-05,3/25/2018 1:48,933021
5,7245,3,647340.1,4185778.6,2,1521967788,0.000412,3/25/2018 1:49,539287
5,7245,3,647328.6,4185778.1,5,1521967793,0.000212,3/25/2018 1:49,592752
5,7245,3,647320.6,4185791.1,5,1521967854,0.000347,3/25/2018 1:50,254623
5,7245,3,647401.6,4185826.6,5,1521967859,0.000101,3/25/2018 1:50,269799
5,7245,3,647320.1,4185799.6,3,1521967879,0.000237,3/25/2018 1:51,473178
5,7245,3,647319.6,4185800.1,0,1521967889,0.000362,3/25/2018 1:51,613277
5,7245,4,647322.6,4185801.1,2.5,1521967894,0.001921,3/25/2018 1:51,643906
5,7245,3,647290.6,4185689.1,0,1521967929,8.60E-05,3/25/2018 1:52,992476
5,7245,3,647333.1,4185824.1,0,1521967935,2.20E-05,3/25/2018 1:52,32197
5,7245,3,647328.1,4185817.6,0,1521967945,1.00E-04,3/25/2018 1:52,149635
5,7245,3,647234.1,4185815.1,5,1521967950,1.60E-05,3/25/2018 1:52,183654
5,7245,4,647330.1,4185820.6,4.5,1521967955,0.000212,3/25/2018 1:52,212889
5,7245,7,647332.6,4185822.1,0,1521967970,0.002001,3/25/2018 1:52,363359
5,7245,7,647334.6,4185822.1,3.5,1521967980,0.001941,3/25/2018 1:53,464367
5,7245,4,647335.1,4185822.6,1,1521967985,0.001636,3/25/2018 1:53,515198
5,7245,5,647336.6,4185823.1,4.5,1521967995,0.000173,3/25/2018 1:53,613930
5,7245,3,647336.1,4185822.6,3.5,1521968005,1.70E-05,3/25/2018 1:53,740808
5,7245,4,647335.6,4185821.1,1,1521968010,0.003547,3/25/2018 1:53,765552
5,7245,4,647333.1,4185821.1,0,1521968015,0.002005,3/25/2018 1:53,841244
5,7245,3,647337.6,4185825.1,1,1521968020,0.00139,3/25/2018 1:53,864716
5,7245,3,647322.1,4185827.1,3,1521968041,3.00E-06,3/25/2018 1:54,114497
5,7245,3,647323.6,4185827.1,4.5,1521968046,3.00E-06,3/25/2018 1:54,143354
5,7245,4,647335.1,4185828.6,1,1521968056,0.003235,3/25/2018 1:54,225496
5,7245,3,647355.1,4185830.6,5,1521968071,9.00E-06,3/25/2018 1:54,418363
5,7245,4,647328.1,4185831.6,3.5,1521968081,0.000157,3/25/2018 1:54,505587
5,7245,3,647274.6,4185689.1,0,1521968091,5.80E-05,3/25/2018 1:54,619672
5,7245,3,647322.6,4185831.6,0,1521968106,5.40E-05,3/25/2018 1:55,777241
5,7245,3,647243.6,4185829.1,5,1521968111,9.60E-05,3/25/2018 1:55,800478
5,7245,3,647318.1,4185827.6,2,1521968142,2.90E-05,3/25/2018 1:55,121274
5,7245,4,647314.6,4185832.1,5,1521968192,0.000376,3/25/2018 1:56,652552
5,7245,5,647315.1,4185831.1,4.5,1521968217,0.001887,3/25/2018 1:56,909731
5,7245,5,647316.6,4185834.6,5,1521968233,0.001754,3/25/2018 1:57,55426
5,7245,4,647315.6,4185835.1,5,1521968243,2.70E-05,3/25/2018 1:57,158850
5,7245,3,647314.1,4185835.1,5,1521968248,0.00023,3/25/2018 1:57,209456
5,7245,4,647309.1,4185833.6,1,1521968273,0.000372,3/25/2018 1:57,466704
5,7245,3,647296.6,4185832.1,3.5,1521968303,1.40E-05,3/25/2018 1:58,762544
5,7245,4,647296.1,4185836.1,5,1521968318,0.000441,3/25/2018 1:58,931842
5,7245,3,647286.1,4185835.1,4,1521968374,1.80E-05,3/25/2018 1:59,507800
5,7245,3,647316.6,4185870.1,3,1521968445,1.00E-06,3/25/2018 2:00,220049
5,7245,3,647228.1,4185834.1,5,1521968510,0.000183,3/25/2018 2:01,910566
5,7245,3,647199.1,4185835.6,4,1521968561,2.50E-05,3/25/2018 2:02,440752
5,7245,4,647240.6,4185780.6,1,1521969455,0.000235,3/25/2018 2:17,496522
5,7245,3,647241.1,4185782.1,4,1521969460,2.90E-05,3/25/2018 2:17,549301
5,7245,3,647253.1,4185776.6,0,1521969561,0.00012,3/25/2018 2:19,591703
5,7245,3,647253.6,4185772.6,5,1521969617,4.50E-05,3/25/2018 2:20,173512
5,7245,4,647254.6,4185769.6,5,1521969647,0.000186,3/25/2018 2:20,489975
5,7245,4,647274.1,4185758.1,1.5,1521969844,7.10E-05,3/25/2018 2:24,482758
5,7245,3,647275.1,4185758.6,4.5,1521969854,4.10E-05,3/25/2018 2:24,559029
5,7245,4,647278.1,4185760.1,3,1521969859,0.003933,3/25/2018 2:24,610964
5,7245,4,647278.1,4185758.6,3,1521969864,8.20E-05,3/25/2018 2:24,665480
5,7245,3,647295.6,4185754.6,5,1521969975,0.000105,3/25/2018 2:26,819674
5,7245,3,647299.6,4185739.6,0,1521970031,9.10E-05,3/25/2018 2:27,386603
5,7245,3,647315.6,4185720.1,3,1521970117,9.70E-05,3/25/2018 2:28,282112
5,7245,3,647314.6,4185731.6,5,1521970132,0.000295,3/25/2018 2:28,435473
5,7245,3,647337.6,4185705.6,1.5,1521970288,2.30E-05,3/25/2018 2:31,973664
5,7245,3,647338.6,4185694.6,3,1521970329,0.002654,3/25/2018 2:32,380010
5,7245,3,647390.1,4185756.1,1,1521986754,0.000444,3/25/2018 7:05,18636
5,7245,4,647378.1,4185743.6,0.5,1521986804,0.000268,3/25/2018 7:06,544435
5,7245,3,647374.6,4185749.6,2.5,1521986824,0.000129,3/25/2018 7:07,768138
5,7245,4,647367.6,4185752.1,0.5,1521986829,0.000655,3/25/2018 7:07,838675
5,7245,3,647365.6,4185746.1,2.5,1521986834,9.30E-05,3/25/2018 7:07,864368
5,7245,3,647361.1,4185753.1,5,1521986844,9.60E-05,3/25/2018 7:07,974097
5,7245,4,647339.6,4185766.1,5,1521986890,0.000178,3/25/2018 7:08,436043
5,7245,3,647156.1,4185921.6,5,1521986900,3.80E-05,3/25/2018 7:08,605073
5,7245,3,647438.1,4185812.6,2.5,1521986920,1.70E-05,3/25/2018 7:08,767008
5,7245,3,647315.6,4185773.1,0,1521986946,0.000248,3/25/2018 7:09,48343
5,7245,3,647297.1,4185777.6,1.5,1521986991,3.00E-06,3/25/2018 7:09,510766
5,7245,3,647274.6,4185780.1,0.5,1521987011,5.00E-06,3/25/2018 7:10,720104
5,7245,3,647277.1,4185795.1,0,1521987072,0.000321,3/25/2018 7:11,358521
5,7245,4,647267.1,4185802.1,1,1521987127,0.000313,3/25/2018 7:12,933817
5,7245,3,647491.6,4185955.1,5,1521987244,2.60E-05,3/25/2018 7:14,142718
5,7245,3,647278.1,4185805.6,5,1521987249,0.000222,3/25/2018 7:14,206980
5,7245,3,647310.6,4185765.6,2,1521987254,7.00E-05,3/25/2018 7:14,244835
5,7245,4,647279.1,4185806.1,4.5,1521987259,0.000163,3/25/2018 7:14,294284
5,7245,3,647282.6,4185807.1,5,1521987294,0.000154,3/25/2018 7:14,654233
5,7245,3,647283.6,4185800.1,0.5,1521987330,7.80E-05,3/25/2018 7:15,43647
5,7245,3,647282.6,4185796.6,0,1521987340,0.000188,3/25/2018 7:15,135480
5,7245,3,647276.6,4185864.6,0,1521987365,0.000171,3/25/2018 7:16,379866
5,7245,3,647285.6,4185787.1,5,1521987400,7.10E-05,3/25/2018 7:16,745676
5,7245,3,647277.6,4185776.1,0.5,1521987486,1.10E-05,3/25/2018 7:18,623902
5,7245,3,647274.1,4185772.1,0,1521987527,3.60E-05,3/25/2018 7:18,51854
5,7245,3,647271.6,4185769.6,0.5,1521987532,4.50E-05,3/25/2018 7:18,105324
5,7245,3,647269.6,4185770.6,3.5,1521987552,7.70E-05,3/25/2018 7:19,319597
5,7245,4,647271.1,4185763.6,2.5,1521987597,0.001578,3/25/2018 7:19,794501
5,7245,3,647298.1,4185752.1,3,1521987850,1.60E-05,3/25/2018 7:24,351720
5,7245,3,647430.1,4185730.1,3,1521987875,0,3/25/2018 7:24,613853
5,7245,3,647289.6,4185763.6,5,1521987890,7.70E-05,3/25/2018 7:24,774756
5,7245,3,647272.6,4185776.6,3.5,1521988012,1.90E-05,3/25/2018 7:26,47375
5,7245,3,647289.1,4185794.1,0,1521988128,4.00E-05,3/25/2018 7:28,284078
5,7245,4,647274.6,4185765.6,1,1521988214,0.000205,3/25/2018 7:30,155047
5,7245,3,647263.6,4185790.6,5,1521988375,0.000153,3/25/2018 7:32,822168
5,7245,3,647263.1,4185789.1,4.5,1521988401,3.40E-05,3/25/2018 7:33,81429
5,7245,4,647265.1,4185788.1,4,1521988426,0.00041,3/25/2018 7:33,340637
5,7245,3,647267.6,4185791.1,5,1521988461,0.000234,3/25/2018 7:34,698857
5,7245,3,647266.1,4185793.6,0,1521988512,2.90E-05,3/25/2018 7:35,215796
5,7245,3,647256.6,4185795.1,4.5,1521988633,3.00E-06,3/25/2018 7:37,470269
5,7245,3,647263.1,4185781.1,5,1521988840,0.000112,3/25/2018 7:40,646700
5,7245,3,647263.6,4185780.1,2,1521988865,0.000194,3/25/2018 7:41,919150
5,7245,3,647242.1,4185802.1,1,1521989088,2.10E-05,3/25/2018 7:44,214387
5,7245,3,647253.6,4185781.6,0.5,1521989310,5.50E-05,3/25/2018 7:48,486735
5,7245,3,647250.1,4185786.6,1,1521989451,2.10E-05,3/25/2018 7:50,940659
5,7245,3,647288.6,4185801.1,1.5,1521990169,0.000141,3/25/2018 8:02,240020
5,7245,3,647358.6,4185833.1,5,1521990224,1.10E-05,3/25/2018 8:03,808374
5,7245,3,647275.6,4185845.1,5,1521990401,0.000123,3/25/2018 8:06,644984
5,7245,4,647256.6,4185891.6,3,1521990730,0.000481,3/25/2018 8:12,48560
5,7245,5,647257.1,4185892.6,5,1521990735,0.000955,3/25/2018 8:12,96721
5,7245,3,647231.6,4185886.6,2.5,1521990851,4.80E-05,3/25/2018 8:14,295955
5,7245,3,647264.1,4186020.6,5,1521991002,1.00E-06,3/25/2018 8:16,828278
5,7245,3,647240.6,4185891.1,5,1521991048,0.000105,3/25/2018 8:17,316875
5,7245,3,647244.1,4185910.1,0.5,1521991103,0.000243,3/25/2018 8:18,869300
5,7245,3,647240.1,4185909.1,2,1521991119,0.000182,3/25/2018 8:18,30252
5,7245,3,647240.6,4185896.6,3.5,1521991220,0.00021,3/25/2018 8:20,80314
5,7245,3,647246.1,4185889.1,3.5,1521991250,2.70E-05,3/25/2018 8:20,401579
5,7245,3,647245.6,4185874.6,1.5,1521991270,4.60E-05,3/25/2018 8:21,615377
5,7245,3,647298.6,4185823.1,2.5,1521992326,5.00E-06,3/25/2018 8:38,363690
5,7245,4,647248.6,4185882.6,4.5,1521993099,0.000227,3/25/2018 8:51,169376
5,7245,3,647246.1,4185875.6,5,1521993392,0.000119,3/25/2018 8:56,238701
5,7245,3,647285.6,4185846.6,5,1521994418,7.30E-05,3/25/2018 9:13,146792
5,7245,3,647257.1,4185886.1,4,1521995009,1.60E-05,3/25/2018 9:23,450328
5,7245,3,647260.1,4185889.1,0,1521995019,5.70E-05,3/25/2018 9:23,550397
5,7245,3,647252.6,4185899.6,2.5,1521995125,4.00E-06,3/25/2018 9:25,654557
5,7245,4,647241.1,4185900.6,3,1521995373,0.001184,3/25/2018 9:29,303227
5,7245,3,647289.1,4185860.6,3,1521996374,3.50E-05,3/25/2018 9:46,164951
5,7245,3,647289.6,4185849.1,1.5,1521997132,0.000231,3/25/2018 9:58,320080
5,7245,3,647263.1,4185896.6,2,1521997779,8.80E-05,3/25/2018 10:09,209920
5,7245,4,647267.6,4185873.6,4,1521998203,0.000193,3/25/2018 10:16,705996
5,7245,3,647305.6,4185851.6,5,1521999361,2.00E-05,3/25/2018 10:36,7488
5,7245,3,647307.1,4185853.1,5,1521999492,0.000149,3/25/2018 10:38,397259
5,7245,3,647301.1,4185849.1,4.5,1521999669,7.30E-05,3/25/2018 10:41,234285
5,7245,3,647284.6,4185858.1,5,1522000427,0.000269,3/25/2018 10:53,357331
5,7245,3,647285.6,4185859.1,0.5,1522000654,0.00012,3/25/2018 10:57,851748
5,7245,3,647306.6,4185849.1,5,1522000872,0.000122,3/25/2018 11:01,249093
5,7245,3,647300.6,4185836.1,4,1522001251,8.60E-05,3/25/2018 11:07,321114
5,7245,3,647310.1,4185835.6,5,1522001407,0.000102,3/25/2018 11:10,906389
5,7245,4,647327.6,4185823.6,3.5,1522001933,0.000316,3/25/2018 11:18,459361
5,7245,3,647327.1,4185826.1,5,1522002211,0.000141,3/25/2018 11:23,461115
5,7245,3,647325.1,4185835.6,1.5,1522002459,0.001469,3/25/2018 11:27,100591
5,7245,3,647330.1,4185701.6,5,1522003505,5.80E-05,3/25/2018 11:45,334971
5,7245,3,647337.6,4185721.6,2.5,1522003788,6.10E-05,3/25/2018 11:49,329477
5,7245,3,647336.6,4185796.1,5,1522003859,3.10E-05,3/25/2018 11:50,90543
5,7245,3,647330.1,4185760.6,1.5,1522004147,0.001116,3/25/2018 11:55,88788
6,7256,3,647383.6,4185754.1,0.5,1521883958,3.40E-05,3/24/2018 2:32,304551
6,7256,3,647379.6,4185756.1,5,1521883983,0.000163,3/24/2018 2:33,486882
6,7256,3,647354.6,4185778.1,0,1521884064,3.30E-05,3/24/2018 2:34,27157
6,7256,4,647343.1,4185787.6,5,1521884114,0.000322,3/24/2018 2:35,405597
6,7256,3,647212.6,4185819.1,1.5,1521884300,5.20E-05,3/24/2018 2:38,647769
6,7256,3,647280.1,4185689.6,0.5,1521884335,2.00E-06,3/24/2018 2:38,928107
6,7256,4,647226.6,4185876.6,4.5,1521884471,0.000579,3/24/2018 2:41,809929
6,7256,3,647225.6,4185887.1,4.5,1521884497,0.000115,3/24/2018 2:41,18386
6,7256,3,647220.6,4185891.1,4,1521884527,3.00E-06,3/24/2018 2:42,254643
6,7256,3,647223.6,4185892.1,1.5,1521884542,3.90E-05,3/24/2018 2:42,342753
6,7256,6,647218.6,4185892.6,2,1521884547,0.001105,3/24/2018 2:42,377492
6,7256,5,647214.6,4185896.1,0,1521884557,0.000979,3/24/2018 2:42,468877
6,7256,6,647216.1,4185895.1,2.5,1521884562,0.001204,3/24/2018 2:42,481349
6,7256,6,647215.1,4185896.1,1,1521884567,0.001182,3/24/2018 2:42,520140
6,7256,7,647214.6,4185895.6,0,1521884572,0.000766,3/24/2018 2:42,555574
6,7256,3,647214.1,4185897.6,1.5,1521884597,5.50E-05,3/24/2018 2:43,748225
6,7256,3,647220.6,4185907.1,2,1521884763,4.30E-05,3/24/2018 2:46,913025
6,7256,3,647217.6,4185906.6,0,1521884768,3.40E-05,3/24/2018 2:46,951642
6,7256,3,647220.1,4185907.1,1,1521884773,7.20E-05,3/24/2018 2:46,990217
6,7256,3,647218.1,4185908.1,1,1521884779,7.20E-05,3/24/2018 2:46,24754
6,7256,3,647218.1,4185909.1,1,1521884784,0.00011,3/24/2018 2:46,61183
6,7256,5,647218.6,4185909.6,2,1521884789,0.000752,3/24/2018 2:46,101077
6,7256,4,647218.6,4185910.6,0.5,1521884794,0.000197,3/24/2018 2:46,134914
6,7256,5,647219.1,4185911.1,2,1521884799,0.00077,3/24/2018 2:46,173585
6,7256,3,647222.1,4185914.1,1.5,1521884809,7.40E-05,3/24/2018 2:46,250187
6,7256,3,647222.6,4185914.6,5,1521884814,1.30E-05,3/24/2018 2:46,286837
6,7256,3,647253.1,4185931.1,2,1521884965,4.90E-05,3/24/2018 2:49,355113
6,7256,4,647256.1,4185931.6,3.5,1521884975,0.001354,3/24/2018 2:49,422076
6,7256,3,647291.1,4185956.6,4,1521884980,7.00E-06,3/24/2018 2:49,459397
6,7256,3,647291.6,4185957.6,5,1521884985,7.00E-06,3/24/2018 2:49,496215
6,7256,4,647261.6,4185936.6,1,1521885000,3.00E-05,3/24/2018 2:50,606515
6,7256,4,647258.6,4185933.1,5,1521885005,0.000296,3/24/2018 2:50,642954
6,7256,3,647259.6,4185933.6,3.5,1521885010,5.50E-05,3/24/2018 2:50,678034
6,7256,3,647260.6,4185934.1,5,1521885015,2.50E-05,3/24/2018 2:50,712806
6,7256,4,647261.6,4185934.6,3,1521885020,0.000223,3/24/2018 2:50,746830
6,7256,6,647263.1,4185934.6,5,1521885025,0.000964,3/24/2018 2:50,782122
6,7256,4,647263.6,4185934.1,0.5,1521885030,0.00064,3/24/2018 2:50,822290
6,7256,3,647252.1,4185923.6,5,1521885035,3.80E-05,3/24/2018 2:50,860158
6,7256,3,647254.1,4185924.6,0,1521885045,1.70E-05,3/24/2018 2:50,931494
6,7256,3,647267.1,4185934.6,4.5,1521885050,1.10E-05,3/24/2018 2:50,967674
6,7256,4,647277.6,4185939.6,2,1521885096,4.60E-05,3/24/2018 2:51,299239
6,7256,4,647277.1,4185939.6,0,1521885101,4.20E-05,3/24/2018 2:51,332975
6,7256,3,647280.6,4185943.1,0,1521885106,1.50E-05,3/24/2018 2:51,370772
8,725b,3,647332.6,4185804.1,4.5,1521961234,7.10E-05,3/25/2018 0:00,957819
8,725b,3,647328.1,4185811.1,4,1521961249,2.00E-05,3/25/2018 0:00,965517
8,725b,3,647280.6,4185853.6,1,1521961386,0.000117,3/25/2018 0:03,616087
8,725b,3,647266.1,4185873.1,0,1521961437,0.000217,3/25/2018 0:03,281173
8,725b,3,647247.6,4185892.1,5,1521961482,5.80E-05,3/25/2018 0:04,882128
8,725b,4,647235.6,4185912.6,0.5,1521961594,0.000209,3/25/2018 0:06,318511
8,725b,4,647235.1,4185912.6,2.5,1521961599,0.000379,3/25/2018 0:06,383198
8,725b,3,647233.6,4185912.6,2,1521961609,0.000101,3/25/2018 0:06,515868
8,725b,3,647235.6,4185916.1,4.5,1521961665,6.90E-05,3/25/2018 0:07,228084
8,725b,4,647237.1,4185920.1,3.5,1521961705,0.000177,3/25/2018 0:08,743297
8,725b,4,647233.1,4185924.6,2,1521961720,0.000219,3/25/2018 0:08,932768
8,725b,3,647232.6,4185925.1,4,1521961731,6.60E-05,3/25/2018 0:08,60419
8,725b,3,647231.6,4185926.1,5,1521961741,4.60E-05,3/25/2018 0:09,186974
8,725b,3,647242.6,4185944.6,5,1521961796,0.000143,3/25/2018 0:09,917536
8,725b,3,647244.6,4185943.6,5,1521961801,3.50E-05,3/25/2018 0:10,984094
8,725b,3,647250.1,4185950.6,3,1521961812,3.40E-05,3/25/2018 0:10,120884
8,725b,3,647250.6,4185947.6,1,1521961817,2.20E-05,3/25/2018 0:10,188210
8,725b,3,647252.6,4185949.6,2,1521961827,2.20E-05,3/25/2018 0:10,319461
10,7265,3,647358.6,4185713.6,4.5,1522017748,4.60E-05,3/25/2018 15:42,891262
10,7265,4,647359.6,4185712.1,3,1522017753,0.001923,3/25/2018 15:42,925600
10,7265,3,647365.1,4185657.6,0,1522017763,6.70E-05,3/25/2018 15:42,991245
10,7265,3,647367.1,4185632.1,4.5,1522017769,3.10E-05,3/25/2018 15:42,26428
10,7265,3,647350.6,4185721.1,0,1522017784,0.00025,3/25/2018 15:43,134504
10,7265,3,647355.6,4185727.1,3.5,1522017789,0.000126,3/25/2018 15:43,171605
10,7265,3,647346.1,4185739.1,0,1522017799,5.10E-05,3/25/2018 15:43,257655
10,7265,3,647350.1,4185735.1,5,1522017804,2.80E-05,3/25/2018 15:43,296558
10,7265,4,647344.1,4185744.6,0.5,1522017829,0.000265,3/25/2018 15:43,485586
10,7265,3,647332.6,4185756.1,1,1522017859,2.60E-05,3/25/2018 15:44,712985
10,7265,3,647333.6,4185765.6,4,1522017864,8.00E-06,3/25/2018 15:44,750116
10,7265,3,647322.6,4185768.1,4,1522017894,0.000275,3/25/2018 15:44,983524
10,7265,4,647314.6,4185778.6,4,1522017920,0.000134,3/25/2018 15:45,185472
10,7265,3,647302.1,4185792.6,4.5,1522017955,0.000218,3/25/2018 15:45,450107
10,7265,3,647300.1,4185792.6,1.5,1522017960,0.000347,3/25/2018 15:46,494581
10,7265,3,647296.1,4185796.1,1.5,1522017970,6.40E-05,3/25/2018 15:46,567657
10,7265,4,647292.6,4185798.6,5,1522017980,0.000269,3/25/2018 15:46,635928
10,7265,3,647323.1,4185883.1,4,1522018036,8.00E-06,3/25/2018 15:47,43594
10,7265,3,647245.6,4185814.6,5,1522018076,6.00E-05,3/25/2018 15:47,337552
10,7265,3,647265.6,4185842.1,5,1522018091,1.60E-05,3/25/2018 15:48,471579
10,7265,3,647245.6,4185869.1,1.5,1522018121,6.20E-05,3/25/2018 15:48,677304
10,7265,3,647243.6,4185869.6,2,1522018131,2.40E-05,3/25/2018 15:48,739968
10,7265,3,647242.6,4185875.1,5,1522018141,3.40E-05,3/25/2018 15:49,813992
10,7265,3,647233.1,4185896.6,3,1522018202,9.00E-06,3/25/2018 15:50,263787
10,7265,3,647228.6,4185904.1,0.5,1522018217,1.90E-05,3/25/2018 15:50,375593
10,7265,4,647227.6,4185908.6,1,1522018227,8.30E-05,3/25/2018 15:50,442905
10,7265,3,647225.6,4185916.1,4,1522018242,6.90E-05,3/25/2018 15:50,544689
10,7265,4,647225.6,4185918.6,4,1522018247,0.000184,3/25/2018 15:50,577347
10,7265,3,647225.6,4185921.6,0,1522018252,6.30E-05,3/25/2018 15:50,608924
10,7265,4,647226.1,4185923.6,0.5,1522018257,0.000213,3/25/2018 15:50,642974
10,7265,3,647226.6,4185926.6,2.5,1522018277,9.90E-05,3/25/2018 15:51,785753
10,7265,3,647226.6,4185928.1,0.5,1522018282,6.90E-05,3/25/2018 15:51,821521
10,7265,3,647228.1,4185928.1,5,1522018292,8.20E-05,3/25/2018 15:51,891214
10,7265,3,647229.1,4185929.1,4.5,1522018297,8.50E-05,3/25/2018 15:51,926660
10,7265,3,647228.6,4185930.1,2.5,1522018307,2.20E-05,3/25/2018 15:51,992244
10,7265,3,647227.6,4185933.6,0,1522018313,9.40E-05,3/25/2018 15:51,26610
10,7265,3,647229.1,4185935.1,1,1522018323,3.80E-05,3/25/2018 15:52,98512
10,7265,4,647233.1,4185946.1,2.5,1522018363,0.000106,3/25/2018 15:52,380416
10,7265,3,647229.1,4185957.1,0.5,1522018373,2.20E-05,3/25/2018 15:52,449495
10,7265,4,647230.6,4185959.6,1,1522018403,2.70E-05,3/25/2018 15:53,665514
10,7265,3,647237.6,4185952.1,2.5,1522018423,3.00E-06,3/25/2018 15:53,805351
10,7265,3,647241.1,4185952.6,5,1522018433,2.10E-05,3/25/2018 15:53,881158
10,7265,3,647245.1,4185945.6,1,1522018464,1.50E-05,3/25/2018 15:54,96640
10,7265,3,647251.1,4185951.6,3.5,1522018499,3.40E-05,3/25/2018 15:54,335174
10,7265,3,647257.6,4185960.1,3,1522018504,2.30E-05,3/25/2018 15:55,368744
10,7265,3,647260.6,4185951.1,5,1522018514,6.80E-05,3/25/2018 15:55,439656
11,7269,3,647343.6,4185699.6,3,1522102054,0.080233,3/26/2018 15:07,82720
11,7269,3,647331.1,4185685.1,3.5,1522102089,0.072209,3/26/2018 15:08,265381
11,7269,4,647341.6,4185769.1,2.5,1522102129,0.103806,3/26/2018 15:08,510971
11,7269,3,647092.1,4185739.6,0,1522102144,0.084193,3/26/2018 15:09,626414
11,7269,4,647329.6,4185772.1,2.5,1522102164,0.11556,3/26/2018 15:09,731573
11,7269,4,647338.6,4185785.1,0,1522102204,0.000217,3/26/2018 15:10,993389
11,7269,3,647096.1,4185610.1,5,1522102220,0.078592,3/26/2018 15:10,128768
11,7269,4,647332.6,4185793.6,3,1522102225,0.000114,3/26/2018 15:10,114050
11,7269,3,647291.1,4185859.1,1,1522102255,0.125172,3/26/2018 15:10,323036
11,7269,3,647302.1,4185820.6,5,1522102280,9.20E-05,3/26/2018 15:11,511310
11,7269,3,647301.1,4185823.1,3.5,1522102295,5.10E-05,3/26/2018 15:11,566038
11,7269,4,647292.1,4185829.6,0,1522102310,0.130703,3/26/2018 15:11,643595
11,7269,3,647284.6,4185839.6,3.5,1522102325,8.20E-05,3/26/2018 15:12,758896
11,7269,3,647277.6,4185845.6,5,1522102345,0.000163,3/26/2018 15:12,847869
11,7269,4,647264.6,4185859.6,2,1522102381,0.000563,3/26/2018 15:13,45159
11,7269,3,647228.6,4185883.1,5,1522102466,7.70E-05,3/26/2018 15:14,531405
