x,y,tnum,x_sd,y_sd,num_rx,x_m,y_m,tnum_m,time_m,model_u,model_u_surf,model_v,model_v_surf,model_vor,model_vor_surf,model_z_bed,model_z_eta
647408.8360514271,4185688.06983878,1521903586.02934,5.86544385043023,7.277236697005169,3,647407.0443845375,4185692.85626374,1521903598.56006,2018-03-24 14:59:58.560060,-0.34876387059180114,-0.6474975536682744,0.3897690017223523,0.7065597511037162,0.0017247223740110007,-0.0049021670412499885,-6.402138544025455,-2.0404602932868494
647405.2527176479,4185697.6426887,1521903611.09078,7.37110683185042,9.99201043251137,2,647404.238106185,4185699.34588613,1521903616.0997,2018-03-24 15:00:16.099700,-0.34169433992680287,-0.6317703954619004,0.3891252521694777,0.6997107109471004,-0.0038969882028973696,-0.0052525013021229305,-6.309835934001049,-2.0430280795438263
647403.223494722,4185701.04908356,1521903621.10862,9.38789152066574,11.162574136646096,1,647402.7158496536,4185701.901263705,1521903623.614795,2018-03-24 15:00:23.614795,-0.34807086252228925,-0.6276549631624352,0.39031365287189895,0.6907873630231656,-0.0038246381217390407,-0.0043095160584595005,-6.2087196389528865,-2.043118402641329
647402.208204585,4185702.75344385,1521903626.12097,10.0889979561629,11.5817166309743,1,647401.1930987225,4185704.457490445,1521903631.13239,2018-03-24 15:00:31.132390,-0.343421132252104,-0.6246023212072684,0.3869873107228376,0.6917343572306526,-0.006738094066805256,-0.007164809489625973,-6.152454116226732,-2.043490743913923
647400.17799286,4185706.16153704,1521903636.14381,11.0711882059036,12.1414668778017,1,647399.6704146184,4185707.01360345,1521903638.64965,2018-03-24 15:00:38.649650,-0.3335423711060323,-0.6222277260152821,0.38085843287884735,0.6969154089803896,-0.005396580533739509,-0.004627465290544613,-6.1313098785106765,-2.044027708124793
647399.162836377,4185707.86566986,1521903641.15549,11.3887705097121,12.2943527137264,1,647398.147153602,4185709.57070636,1521903646.1698198,2018-03-24 15:00:46.169819,-0.33195050201207943,-0.6207030810484148,0.3812098500347291,0.6979882024807054,-0.0005817225864375719,-0.0034476608659985974,-6.065739999999999,-2.0446490852972783
647397.131470827,4185711.27574286,1521903651.18415,11.724035085310199,12.3670669115335,1,647396.1166595075,4185712.97929428,1521903656.1940951,2018-03-24 15:00:56.194095,-0.3475637826030415,-0.618841796523802,0.40071737774759786,0.6983180456699969,-0.0022231156571624333,-0.003017371459618473,-5.971303363300917,-2.045635589709099
647395.101848188,4185714.6828457,1521903661.20404,11.6822499531466,12.1272367447425,1,647394.594643225,4185715.534289075,1521903663.70802,2018-03-24 15:01:03.708020,-0.33969634305890045,-0.620266228832827,0.38891715178706965,0.6977723538305346,-0.0010696730452188913,-0.003459044083923307,-5.921878111165551,-2.0463546656729275
647394.0874382621,4185716.38573245,1521903666.212,11.5229047892369,11.883223654380801,1,647391.5517841715,4185720.642317185,1521903678.73003,2018-03-24 15:01:18.730030,-0.3512190152579774,-0.6132993574820249,0.41608887584587456,0.704975942557527,-0.001400566722911556,-0.004735867139696953,-5.745881236909216,-2.0475070729448794
647389.016130081,4185724.89890192,1521903691.24806,9.032863428735348,9.131043146852779,1,647388.5089872549,4185725.75023902,1521903693.751725,2018-03-24 15:01:33.751725,-0.35288627835562303,-0.6156166308724517,0.4165141352776488,0.7068615529676245,0.0028871497064333757,-0.0020479428701815627,-5.598326182570796,-2.049211368042184
647388.001844429,4185726.60157612,1521903696.25539,8.053508274259041,8.12652317002129,1,647387.4948310695,4185727.4526921203,1521903698.758405,2018-03-24 15:01:38.758405,-0.35287581764854775,-0.6141455857921719,0.4180692905015847,0.7060091716479193,-0.0014689099167598807,-0.0018717050823229275,-5.540993644553389,-2.0496019034818795
647386.98781771,4185728.30380812,1521903701.26142,6.7777197122978,6.8430506582304,1,647385.9729745081,4185730.00738481,1521903706.27145,2018-03-24 15:01:46.271450,-0.33294418982692653,-0.6151830754972982,0.38764329655692703,0.7005669468242239,-0.006958271143479633,-0.0016396901780325046,-5.782027377193019,-2.0500803236999574
647384.958131306,4185731.7109615,1521903711.28148,1.26305100363582,1.6069839425420298,3,647384.3972783135,4185732.385265815,1521903713.7867498,2018-03-24 15:01:53.786749,-0.3198958692945168,-0.6160080881250956,0.36752185516164193,0.6967819600458205,0.00017851326268517043,-0.0018895176498899824,-5.924884972220937,-2.050574792722734
647383.8364253211,4185733.05957013,1521903716.2920198,4.82036151428272,0.8024917788913101,2,647382.1606551366,4185736.12344087,1521903723.8105,2018-03-24 15:02:03.810500,-0.3361808847690686,-0.6132944608845828,0.37368379669174995,0.6809170175439487,0.01189328976280632,-0.0006154386126293876,-5.754315360234831,-2.0509117720679915
647380.4848849521,4185739.18731161,1521903731.32898,7.7872496509947,6.82384876402322,1,647377.6909177045,4185744.29558248,1521903743.86429,2018-03-24 15:02:23.864290,-0.360070585315231,-0.6037046590747899,0.3819414971359013,0.6527416068577421,-0.00442651841620624,-0.002567384794295774,-5.51431,-2.0513611127054707
