x,y,tnum,x_sd,y_sd,num_rx,x_m,y_m,tnum_m,time_m,model_vor_top1m,model_u_top1m,model_v_top1m,model_vor_top2m,model_u_top2m,model_v_top2m,model_vor_davg,model_u_davg,model_v_davg,model_z_eta,model_z_bed
647371.134721574,4185777.46313475,1521957921.4907901,4.71847515791909,14.355524470296901,2,647372.223183667,4185777.842861735,1521957931.513155,2018-03-25 06:05:31.513155,-0.012347353368296454,-0.3975920520231119,0.4228522645892796,-0.012619155422332176,-0.3833769937543985,0.40390436525696133,-0.01314905894946461,-0.34696697603803117,0.36012073600888317,-2.1908358152535405,-5.569075547037237
647373.31164576,4185778.22258872,1521957941.5355198,6.898160935309019,12.4709280170625,1,647373.5847204165,4185778.31787853,1521957944.0501149,2018-03-25 06:05:44.050114,-0.013260582585286868,-0.38434328351402275,0.4136428148773574,-0.013723208910947166,-0.3699607905027092,0.39472800026445565,-0.014317502735568893,-0.3319448766670373,0.3487807607395936,-2.1907816467978996,-5.645061858064385
647373.857795073,4185778.41316834,1521957946.56471,6.9336904692092505,11.932896481545901,1,647374.6732158039,4185778.697691095,1521957954.074225,2018-03-25 06:05:54.074225,-0.014109201390607465,-0.37358282080869487,0.40356496416412435,-0.014747217478963237,-0.35876032016929205,0.38437639409371605,-0.015257193418772588,-0.32039664711599575,0.33811595623239804,-2.190753403642845,-5.620401519076344
647375.488636535,4185778.98221385,1521957961.58374,5.96884860268106,10.104061455381599,1,647376.0333427875,4185779.172304435,1521957966.600325,2018-03-25 06:06:06.600325,-0.014367564093814997,-0.3601291838223852,0.3908466089517504,-0.015135245858563337,-0.34474271586726685,0.3713020911636067,-0.015607655829107517,-0.30598775534718664,0.32471576059413826,-2.190718809508681,-5.585639719602007
647376.57804904,4185779.36239502,1521957971.61691,3.95500837396274,8.61833658338222,1,647376.8503301381,4185779.45741364,1521957974.124545,2018-03-25 06:06:14.124545,-0.016234438562178877,-0.35204780190420604,0.3832068724455914,-0.017370271899230613,-0.3363225594499476,0.3634485380459219,-0.01642897539803835,-0.2973325703042358,0.31666647616527727,-2.1906980313906015,-5.564757378836445
647377.1226112361,4185779.55243226,1521957976.63218,1.46780337108975,7.75256925330045,2,647376.7366817095,4185779.5245942,1521957979.1405401,2018-03-25 06:06:19.140540,-0.016015583429447297,-0.35231266596329,0.3833357576805905,-0.017116690391807257,-0.33655964078356865,0.36356338597253735,-0.01631613917140136,-0.29762982733514476,0.31691253837264277,-2.1907079852612164,-5.558592980203509
647376.350752183,4185779.49675614,1521957981.6489,3.4600143962018994,6.91394287008504,1,647375.9647855684,4185779.46891593,1521957984.1575,2018-03-25 06:06:24.157500,-0.014336886907396679,-0.3582292956333264,0.3886860223353652,-0.015129428973071068,-0.3426465212211805,0.3690280997282595,-0.01553348469311372,-0.3039937312622826,0.3227701666058694,-2.190741744430884,-5.560183146640582
647375.578818954,4185779.44107572,1521957986.6661,3.96070627047938,5.92689467279264,1,647374.8072894785,4185779.38541877,1521957991.6807,2018-03-25 06:06:31.680700,-0.014302459447467067,-0.3671016109014661,0.3967090489037509,-0.01504715659806892,-0.3517741392700135,0.3772227503259961,-0.015598929330712372,-0.3135367583573993,0.33155400698114723,-2.1907923676384478,-5.562568092193757
647374.035760003,4185779.32976182,1521957996.6953,2.1960915627272097,2.9448646447468,2,647372.8457101955,4185779.922568245,1521957999.20325,2018-03-25 06:06:39.203250,-0.014128536966250091,-0.3766789996160931,0.4043736761246017,-0.014861235571715675,-0.3613083676948315,0.3849001319281152,-0.015741916608097845,-0.3239495320103375,0.340890392388129,-2.1909230244877644,-5.509002211878137
647371.655660388,4185780.51537467,1521958001.7112,0.143223424619448,0.942711398530149,3,647368.6014906119,4185783.632147805,1521958011.7381449,2018-03-25 06:06:51.738144,-0.011087963192358732,-0.3816850657987211,0.41166299486028923,-0.011695043626063328,-0.36562374723206575,0.3913166058013964,-0.01466510398242206,-0.3194460765489531,0.33680674500198726,-2.191172918120242,-5.657805549654767
647365.547320836,4185786.74892094,1521958021.76509,7.12915258457791,6.60210348244622,1,647364.0233879751,4185788.3040496698,1521958026.7681499,2018-03-25 06:07:06.768149,-0.010865912382408263,-0.38571223493617124,0.41016111198004335,-0.011266102912342355,-0.37030901057621457,0.3906496576457033,-0.011685937358379167,-0.3356508899630782,0.3497152999521256,-2.1914412291907097,-5.497221
647362.499455114,4185789.8591784,1521958031.77121,8.435241759414751,7.33220421532207,1,647360.2103275314,4185792.19516716,1521958039.28647,2018-03-25 06:07:19.286470,-0.010684251070681092,-0.38804509016138733,0.4096822109599194,-0.011168316691685123,-0.37255223690567235,0.39021697998999977,-0.010708777584671855,-0.3379662178234714,0.3498737708939254,-2.191603817692877,-5.497221
647357.921199949,4185794.53115592,1521958046.8017302,9.765749322042579,7.415083166564551,1,647354.104510945,4185798.425995165,1521958059.332035,2018-03-25 06:07:39.332035,-0.010743642945223425,-0.3778324451706166,0.40736529341557887,-0.01128164676532456,-0.362438484551763,0.3888049358412494,-0.010953734387796413,-0.33001323164348517,0.35204582463622147,-2.191734409464158,-5.472584514315344
647350.287821941,4185802.32083441,1521958071.86234,10.9098821033819,4.4509424268984015,2,647349.446518276,4185802.89954833,1521958074.368345,2018-03-25 06:07:54.368345,-0.01106239486729417,-0.3893279637072023,0.4163269509338956,-0.011289331428592703,-0.3718594391382608,0.39601912240892573,-0.010043718438555269,-0.3251657936214727,0.34686000496461805,-2.192245045147187,-5.462124343646996
