x,y,tnum,x_sd,y_sd,num_rx,x_m,y_m,tnum_m,time_m,model_u,model_u_surf,model_v,model_v_surf,model_vor,model_vor_surf,model_z_bed,model_z_eta
647442.881029418,4185659.59293597,1521776993.23494,41.1199097214488,43.5799910233821,2,647442.9652326719,4185659.63926167,1521777010.89945,2018-03-23 03:50:10.899450,-0.2683400888683837,-0.49260024563047095,0.2802525670059786,0.5084505276308033,-0.005160037215236446,-0.0022286478003288035,-6.617171000000001,-2.3387398463988363
647443.049435926,4185659.68558737,1521777028.56396,41.1593944356354,43.5394040164589,1,647443.3617717815,4185659.844500295,1521777091.637475,2018-03-23 03:51:31.637475,-0.2667330960956235,-0.4908723325483523,0.28000580016604193,0.5085367856479329,-0.004932861027924604,-0.0026648107544472305,-6.617170999999999,-2.3387386103471073
647443.674107637,4185660.00341322,1521777154.71099,41.2223103314099,43.3342569483304,1,647443.975445684,4185660.1552665,1521777215.2841601,2018-03-23 03:53:35.284160,-0.26253879887267034,-0.48373974965558697,0.2778871117171076,0.5040547377687303,-0.004505114234482133,-0.003304329289948185,-6.617171,-2.327092533685257
647444.2767837311,4185660.30711978,1521777275.85733,41.171254656609705,43.0420340849589,1,647444.288280196,4185660.3140028203,1521777278.3776302,2018-03-23 03:54:38.377630,-0.2612991980889646,-0.48240735112292776,0.27770318595732724,0.5041260307862581,-0.0041527943253458766,-0.003614867396809801,-6.617171,-2.3270915271471093
647444.299776661,4185660.32088586,1521777280.8979301,41.1668962703311,43.027379090826905,1,647444.3343288575,4185660.341553475,1521777288.4709902,2018-03-23 03:54:48.470990,-0.26109641440008136,-0.4821942227080436,0.2776668705088533,0.5041335542103084,-0.004117844013388508,-0.003625692943621403,-6.617170999999999,-2.3270916223284637
647444.368881054,4185660.36222109,1521777296.04405,41.1526231441902,42.98232498119571,1,647444.4034463165,4185660.382892525,1521777303.619635,2018-03-23 03:55:03.619635,-0.2607921087619251,-0.48187437926964005,0.27761239216043243,0.5041448562201036,-0.004065384793179666,-0.0036419408173738593,-6.617171,-2.3270917644053375
647444.438011579,4185660.40356396,1521777311.19522,41.136609459964,42.9357382344575,1,647448.2615418751,4185662.282317405,1521778070.659395,2018-03-23 04:07:50.659395,-0.24351227617686405,-0.45832323311204126,0.2701339682432316,0.4931906310420846,-0.0029277769792261585,-0.005636916944056908,-6.61679614962241,-2.29399093011696
647452.0850721711,4185664.16107085,1521778830.12357,29.066853066662997,28.640043994093798,1,647452.2466677405,4185664.243813535,1521778862.918025,2018-03-23 04:21:02.918025,-0.23143488030496448,-0.43151596558604954,0.26479985706134734,0.4747022449527928,-0.004434325005851322,-0.006801237540862148,-6.513719397075158,-2.275420594409803
647452.40826331,4185664.32655622,1521778895.71248,27.866139704945606,27.3432953659092,1,647452.4558042925,4185664.35563985,1521778905.807955,2018-03-23 04:21:45.807955,-0.2308413384078214,-0.4303719578507844,0.2645924130103414,0.4739615274594347,-0.00422314341253896,-0.006795181866461816,-6.50793070058067,-2.275420069598531
647452.503345275,4185664.38472348,1521778915.90343,27.4749890440558,26.9224770155761,1,647452.5902675185,4185664.43393596,1521778933.573825,2018-03-23 04:22:13.573825,-0.23044801973608997,-0.4296096987881801,0.2644600632413494,0.47347378217059066,-0.004086733359925543,-0.006791270280936762,-6.503932126386778,-2.2754201618267214
647452.677189762,4185664.48314844,1521778951.24422,26.765688560317106,26.160925179214306,1,647453.2993236845,4185664.808647445,1521779072.39412,2018-03-23 04:24:32.394120,-0.2223328716355572,-0.4141316530449429,0.25673355162117084,0.4580586546531136,-0.0032665555287243603,-0.006599848230828029,-6.484497523835051,-2.255691234016989
647453.9214576071,4185665.13414645,1521779193.54402,20.791004983629502,19.730184764031502,1,647454.088574342,4185665.2229597904,1521779226.365025,2018-03-23 04:27:06.365025,-0.22015900236983388,-0.40995245541716896,0.25595374288208433,0.4553288727518302,-0.0027764294443048607,-0.006567878124281404,-6.462985080554383,-2.2556870829645055
647454.255691077,4185665.31177313,1521779259.1860301,18.6856807839252,17.4287918096427,1,647454.5666087349,4185665.47453715,1521779319.7489352,2018-03-23 04:28:39.748935,-0.21884119360422585,-0.40741860489902776,0.2554815172136283,0.45367437209280714,-0.0027518214338635993,-0.0065560149507767895,-6.449927878651042,-2.2556846094334944
647454.8775263929,4185665.63730117,1521779380.31184,13.745143404195499,11.8224233570362,1,647454.9013359335,4185665.65178358,1521779385.3603601,2018-03-23 04:29:45.360360,-0.2179164989086552,-0.4056399354737771,0.25515101119475747,0.45251394441017184,-0.002734708242354854,-0.0065477649233894875,-6.440737955737856,-2.2556829470149835
647454.925145474,4185665.66626599,1521779390.40888,13.235260661630099,11.2129500056563,2,647455.033285096,4185665.78030186,1521779395.456575,2018-03-23 04:29:55.456575,-0.217447180855261,-0.4047001284327312,0.2550290174995744,0.45195299274942335,-0.002734308047227574,-0.006547571994983431,-6.4345783151285625,-2.255686042695909
647455.141424718,4185665.89433773,1521779400.5042698,13.110894885132899,11.180534015659802,1,647455.411674146,4185666.1793310354,1521779413.118955,2018-03-23 04:30:13.118955,-0.2103836476019333,-0.3913883582979929,0.24786428675302744,0.4381261636563292,-0.0026341950725553565,-0.006328419530027191,-6.415595938594646,-2.234496163523123
647455.681923574,4185666.46432434,1521779425.73364,12.2161706600811,10.150014213706198,2,647458.4707840076,4185669.71971824,1521779453.497045,2018-03-23 04:30:53.497045,-0.2020277750925804,-0.37020499653039834,0.24722363790170002,0.4258750002474751,-0.0010110766505948623,-0.005483969239230779,-6.211880087598538,-2.2346806251635374
647461.2596444411,4185672.97511214,1521779481.26045,10.819039630210002,7.722577803640768,2,647461.353108462,4185673.047799135,1521779483.7846751,2018-03-23 04:31:23.784675,-0.20143339620872897,-0.3541016684662791,0.2475158661578996,0.4098307261778941,-0.0022675461690754364,-0.008707774891797332,-5.992753116130565,-2.2348085406573897
647461.4465724829,4185673.12048613,1521779486.3089,10.717917763561301,7.849244593046429,1,647461.7269440904,4185673.338530715,1521779493.881085,2018-03-23 04:31:33.881085,-0.20087915233913467,-0.3523531144781465,0.2460709118571476,0.4069084141998849,-0.002892148943889783,-0.009741828505537967,-5.979677006055224,-2.2347924989067316
