x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum
647194.7959956712,4185806.793885854,0.0,1.1266666666666667,1.1266666666666667,1.04,-0.07166666672445643,0.030025641111513734,-0.08199999885012706,0.003666665405035019,1522956859.5
647195.3341964249,4185807.2673518253,0.7168194171161145,1.28,1.28,1.2300000000000002,-0.20518333287111964,0.05986249903993059,-0.09074999950826168,0.031250000931322575,1522956859.5
647195.8723971784,4185807.7408177964,1.4336388343649895,1.312857142857143,1.312857142857143,1.3071428571428574,-0.11941938726751497,0.05186473778867407,-0.07299999929964543,0.03579999953508377,1522956859.5
647196.4105979324,4185808.2142837676,2.1504582515685104,1.4242857142857144,1.4242857142857144,1.3657142857142859,-0.16454523851822855,0.09103579155842531,-0.07520000040531158,0.03100000098347664,1522956859.5
647196.9487986859,4185808.687749737,2.867277668597218,1.5971428571428572,1.5971428571428572,1.5457142857142856,-0.16365464711751374,0.06521505305612213,-0.1329999975860119,0.15749999694526196,1522956859.5
647197.4869994397,4185809.1612157086,3.5840970859334997,1.7285714285714284,1.7285714285714284,1.7185714285714284,-0.18417322411420745,0.10010835349750276,-0.27950000017881393,0.049000002443790436,1522956859.5
647198.0252001932,4185809.63468168,4.300916503049614,1.875714285714286,1.875714285714286,1.9057142857142857,-0.20314989353714807,0.10946417910966288,-0.2760000005364418,0.15700000524520874,1522956859.5
647198.5634009471,4185810.108147651,5.017735920473304,2.1614285714285715,2.1614285714285715,2.177142857142857,-0.21982173361113488,0.16804908259477178,-0.23250000178813934,-0.0839999970048666,1522956859.5
647199.1016017009,4185810.581613622,5.734555337676825,2.29,2.29,2.3000000000000003,-0.22074580384186954,0.11404187618716007,-0.28833333651224774,-0.09099999691049258,1522956859.5
647199.6398024546,4185811.0550795933,6.451374754792938,2.334285714285714,2.334285714285714,2.351428571428571,-0.2594186551832397,0.10594817904095472,-0.46066667636235553,0.1413333291808764,1522956859.5
647200.1780032081,4185811.5285455626,7.168194171821646,2.424285714285714,2.424285714285714,2.4457142857142857,-0.24386431316152538,0.11034201625651098,-0.25725000200327486,0.053249997552484274,1522956859.5
647200.7162039616,4185812.0020115343,7.885013589070523,2.4428571428571426,2.4428571428571426,2.4385714285714286,-0.27846733818014635,0.16439714221016416,-0.40325001103337854,0.01874999701976776,1522956859.5
647201.2544047154,4185812.475477505,8.601833006186636,2.4614285714285713,2.4614285714285713,2.4414285714285713,-0.283801372237556,0.16102137264452565,-0.31075000017881393,0.07025000266730785,1522956859.5
647201.7926054691,4185812.948943476,9.318652423215342,2.4628571428571426,2.4628571428571426,2.4657142857142857,-0.3212248833392886,0.17323519063666776,-0.43550001084804535,0.27774999290704727,1522956859.5
647202.3308062227,4185813.422409446,10.035471840244051,2.455714285714286,2.455714285714286,2.4285714285714284,-0.3468307502866316,0.24407087641224098,-0.3332500010728836,0.2667500041425228,1522956859.5
647202.8690069764,4185813.895875417,10.752291257492926,2.4614285714285713,2.4614285714285713,2.422857142857143,-0.4004110914230851,0.2103178155804134,-0.7310000061988831,0.20600000023841858,1522956859.5
647203.4072077301,4185814.369341389,11.46911067500402,2.4928571428571433,2.4928571428571433,2.4699999999999998,-0.3736773092700406,0.22452565878816252,-0.16249999590218067,0.15300000086426735,1522956859.5
647203.945408484,4185814.8428073595,12.185930092207542,2.492857142857143,2.492857142857143,2.4414285714285713,-0.39323490279895496,0.2125002900655001,-0.27250000089406967,0.4479999989271164,1522956859.5
647204.4836092377,4185815.3162733307,12.902749509323657,2.5342857142857143,2.5342857142857143,2.4971428571428573,-0.39567721849589654,0.22750568140531996,-0.5149999856948853,0.2919999957084656,1522956859.5
647205.0218099913,4185815.7897393024,13.61956892665994,2.5714285714285716,2.5714285714285716,2.544285714285714,-0.3729578713225388,0.22533495785360688,-0.19900000095367432,0.125,1522956859.5
647205.5600107451,4185816.2632052717,14.336388343776052,2.6185714285714288,2.6185714285714288,2.6128571428571434,-0.3888860524364386,0.25541579663972674,-0.4036666651566823,0.335999995470047,1522956859.5
647206.0982114988,4185816.736671243,15.053207760892167,2.6399999999999997,2.6399999999999997,2.652857142857143,-0.37496918637712506,0.2562425748995542,-0.24633332838614783,0.38599998752276105,1522956859.5
647206.6364122526,4185817.210137214,15.77002717822845,2.6757142857142857,2.6757142857142857,2.684285714285714,-0.4408290994526063,0.2715074052758243,-0.37300000588099164,0.2643333276112874,1522956859.5
647207.1746130063,4185817.683603185,16.486846595431974,2.7085714285714286,2.7085714285714286,2.7171428571428566,-0.4604873008986635,0.294308995613188,-0.4113333225250244,0.26633333166440326,1522956859.5
647207.71281376,4185818.157069155,17.203666012768256,2.724285714285714,2.724285714285714,2.744285714285714,-0.552563495594989,0.28168412742239474,-0.5080000162124634,0.4393333246310552,1522956859.5
647208.2510145138,4185818.630535126,17.920485429576797,2.744285714285714,2.744285714285714,2.762857142857143,-0.5253888875719106,0.29465396874953875,-0.17800000309944153,0.34299999475479126,1522956859.5
647208.7892152673,4185819.1040010974,18.637304846825675,2.761428571428571,2.761428571428571,2.7842857142857147,-0.5266964297209473,0.32219642799879844,-0.4939999920981271,0.3785714294229235,1522956859.5
647209.3274160208,4185819.5774670686,19.35412426424936,2.7742857142857145,2.7742857142857145,2.79,-0.5509464288396505,0.30632142855652783,-0.5088571395192828,0.3698571409497942,1522956859.5
647209.8656167748,4185820.0509330397,20.07094368114531,2.795714285714286,2.795714285714286,2.8057142857142856,-0.527010584792133,0.33630158827103007,-0.5830000042915344,0.3778571380036218,1522956859.5
647210.4038175283,4185820.524399009,20.78776309808661,2.8000000000000003,2.8000000000000003,2.8185714285714285,-0.5634722208219866,0.33123412710570166,-0.5461428591183254,0.370714287672724,1522956859.5
647210.9420182817,4185820.9978649807,21.504582515248078,2.8128571428571427,2.8128571428571427,2.8214285714285716,-0.5862571416393163,0.3741809530154109,-0.6245714255741665,0.3967142828873226,1522956859.5
647211.4802190354,4185821.4713309514,22.22140193236419,2.825714285714286,2.825714285714286,2.8342857142857136,-0.6061058232866268,0.35710846435613763,-0.5757142901420593,0.4242857098579407,1522956859.5
