x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum
647423.441288029,4185608.683214584,0.0,0.58,0.58,0.58,,,,,1522787388.5
647423.7086889381,4185609.008914377,0.42140669286579796,0.58,0.58,0.58,,,,,1522787388.5
647423.9760898472,4185609.334614169,0.8428133857315959,0.6,0.6,0.6,,,,,1522787388.5
647424.243490756,4185609.6603139606,1.2642200782374904,0.6,0.6,0.6,,,,,1522787388.5
647424.5108916649,4185609.986013753,1.6856267710294175,0.6,0.6,0.6,,,,,1522787388.5
647424.7782925739,4185610.311713545,2.1070334638952164,0.66,0.66,0.655,-0.10111111112766796,0.09111111114422482,-0.09099999815225601,0.06700000166893005,1522787388.5
647425.0456934829,4185610.6374133374,2.5284401564011105,0.7620000000000001,0.7620000000000001,0.756,-0.13611458450517006,0.08644791510111344,0.009999999776482582,-0.00800000037997961,1522787388.5
647425.3130943916,4185610.963113129,2.949846849193038,0.8220000000000001,0.8220000000000001,0.8360000000000001,-0.12500000091306138,0.11521568616359108,-0.15199999511241913,-0.017000000923871994,1522787388.5
647425.5804953007,4185611.288812921,3.3712535420588368,0.8620000000000001,0.8620000000000001,0.8320000000000001,-0.248217389770392,0.18519565209314442,-0.30250000208616257,0.20099999755620956,1522787388.5
647425.8478962098,4185611.614512713,3.792660234638601,0.9750000000000001,0.9750000000000001,0.9500000000000001,-0.4441746039286493,0.08107738094478255,-0.4779999852180481,0.012000000104308128,1522787388.5
647426.1152971186,4185611.9402125054,4.214066927356658,1.0483333333333336,1.0483333333333336,1.0233333333333334,-0.4120539698927176,0.09452936485546479,-0.4779999852180481,0.012000000104308128,1522787388.5
647426.3826980275,4185612.2659122976,4.635473619936423,1.1366666666666667,1.1366666666666667,1.1033333333333333,-0.36398095331258257,0.10625317495127781,-0.3124999925494194,0.11549999844282866,1522787388.5
647426.6500989365,4185612.5916120894,5.056880312654479,1.1583333333333334,1.1583333333333334,1.1433333333333333,-0.3576876990881468,0.13586904830243884,-0.36399999260902405,0.12349999975413084,1522787388.5
647426.9174998454,4185612.917311881,5.478287005520278,1.2016666666666669,1.2016666666666669,1.1816666666666666,-0.28985757516189053,0.16215644036278587,-0.19749999791383743,0.23249999433755875,1522787388.5
647427.1849007542,4185613.2430116734,5.899693698026172,1.23,1.23,1.2083333333333333,-0.2928583328696815,0.1852045453971986,-0.19749999791383743,0.23249999433755875,1522787388.5
