x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum
647112.9072646103,4185826.3552260003,0.0,1.505,1.505,1.585,0.24013845956382848,0.06962307719513773,-0.8019999861717224,0.0020000000949949026,1522960639.5
647112.7716420394,4185826.6689982074,0.34182814355546043,1.5166666666666666,1.5166666666666666,1.5899999999999999,0.18793333248259175,0.11015384695373286,-0.8774999976158142,-0.060000000637955964,1522960639.5
647112.6360194684,4185826.9827704136,0.6836562866373015,1.4224999999999999,1.4224999999999999,1.4575,0.2231807676143945,0.06236666691585037,-0.8774999976158142,-0.060000000637955964,1522960639.5
647112.5003968974,4185827.2965426208,1.0254844297653278,1.422,1.422,1.4740000000000002,0.1391712808709305,0.013379744439361959,-0.8796666661898295,-0.06366667283388476,1522960639.5
647112.3647743264,4185827.6103148274,1.3673125728933542,1.7283333333333335,1.7283333333333335,1.7466666666666664,0.07419333259013884,0.02703538449400534,-0.8796666661898295,-0.06366667283388476,1522960639.5
647112.2291517556,4185827.924087034,1.7091407164026364,1.7283333333333335,1.7283333333333335,1.7466666666666664,0.07419333259013884,0.02703538449400534,-0.8754999935626984,-0.24400000472087413,1522960639.5
647112.0935291845,4185828.237859241,2.0509688595306628,1.9866666666666666,1.9866666666666666,2.0033333333333334,0.040111046092306736,0.04084263527269525,-0.9490000009536743,-0.49000000953674316,1522960639.5
647111.9579066135,4185828.5516314474,2.3927970027048815,2.1183333333333336,2.1183333333333336,2.1083333333333334,0.057702906605654025,0.050536046784629265,-1.358833332856496,-0.276166670024395,1522960639.5
647111.8222840425,4185828.8654036555,2.734625146260342,2.1750000000000003,2.1750000000000003,2.171666666666667,0.020818604401117845,0.02069108548493831,-1.331499993801117,-0.24583333730697632,1522960639.5
647111.6866614715,4185829.1791758616,3.076453289862009,2.2783333333333333,2.2783333333333333,2.248333333333333,0.030601938018059112,0.030868604734391975,-1.3429999748865764,-0.22500000273187956,1522960639.5
647111.5510389004,4185829.4929480697,3.4182814334174765,2.305,2.305,2.316666666666667,0.0319527130507207,0.001975968946673901,-1.3639999826749165,-0.2000000017384688,1522960639.5
647111.4154163293,4185829.806720276,3.760109576972937,2.31,2.31,2.325,0.016332170561807927,-0.007368217224197443,-1.3578333457310994,-0.18733333547910055,1522960639.5
