x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum
647276.1706656663,4185970.0401193458,0.0,,,,,,,,1522962735.0
647276.3018951007,4185969.7565975375,0.31241923796097915,,,,,,,,1522962735.0
647276.4331245354,4185969.4730757293,0.6248384758730589,1.52,1.52,1.29,0.6446250118315221,0.42600000184029324,0.5490000247955322,0.41499999165534973,1522962735.0
647276.5643539699,4185969.1895539206,0.9372577142077282,1.4775,1.4775,1.35,0.5671250000596046,0.08293749889708124,0.539000004529953,0.15674999728798866,1522962735.0
647276.6955834044,4185968.906032112,1.2496769521687074,1.4725000000000001,1.4725000000000001,1.3475000000000001,0.5781562505289911,0.0785000000323634,0.5600000023841858,0.12924999836832285,1522962735.0
647276.826812839,4185968.6225103037,1.562096190080787,1.5385714285714285,1.5385714285714285,1.455714285714286,0.5743601182032197,0.1607574412843124,0.6790000072547367,0.15571428835391998,1522962735.0
647276.9580422734,4185968.338988497,1.8745154279928666,1.5614285714285714,1.5614285714285714,1.4614285714285715,0.495210525666114,0.182877192699717,0.5705714310918536,0.352571434208325,1522962735.0
647277.0892717083,4185968.0554666882,2.186934665953846,1.5971428571428572,1.5971428571428572,1.5042857142857144,0.47137844879973806,0.19006892048139928,0.6302857228687831,0.18428571841546468,1522962735.0
647277.2205011427,4185967.77194488,2.499353903865926,1.912857142857143,1.912857142857143,1.762857142857143,0.5282926453752735,0.19189800922078767,0.7435000240802765,0.33400000631809235,1522962735.0
647277.3517305771,4185967.4884230713,2.811773141778005,2.267142857142857,2.267142857142857,2.128571428571429,0.6225411356983014,0.21502943354115392,0.8240000009536743,0.39899998903274536,1522962735.0
647277.4829600117,4185967.2049012627,3.124192380063775,2.3128571428571427,2.3128571428571427,2.1757142857142853,0.6182010347661595,0.18480671370841206,0.8240000009536743,0.39899998903274536,1522962735.0
647277.6141894461,4185966.921379454,3.4366116184473436,2.3885714285714283,2.3885714285714283,2.2842857142857147,0.6120968063430099,0.09962944368832898,0.5053333143393198,0.0273333340883255,1522962735.0
647277.745418881,4185966.6378576458,3.749030856457222,2.544285714285714,2.544285714285714,2.367142857142857,0.6218687308053679,0.1635952906007735,0.6693333288033804,0.10433333367109299,1522962735.0
647277.8766483153,4185966.354335837,4.0614500947918915,2.6357142857142857,2.6357142857142857,2.46,0.669432723338531,0.17154176022606782,0.6693333288033804,0.10433333367109299,1522962735.0
647278.0078777502,4185966.070814029,4.37386933280177,2.71,2.71,2.567142857142857,0.6202284222367372,0.1957882440629917,0.7456666727860769,0.05266666660706202,1522962735.0
647278.1391071846,4185965.78729222,4.68628857113644,2.8757142857142854,2.8757142857142854,2.69,0.6200098545004805,0.22123029002996886,0.9183333516120911,0.09366666773955028,1522962735.0
647278.2703366195,4185965.5037704115,4.998707809146318,2.9757142857142855,2.9757142857142855,2.7871428571428574,0.6198629582415658,0.2652860065302717,0.9183333516120911,0.09366666773955028,1522962735.0
647278.4015660539,4185965.2202486033,5.311127047058398,3.531428571428571,3.531428571428571,3.317142857142857,0.6228579394261299,0.2196990973147389,0.8935000002384186,0.18050000444054604,1522962735.0
647278.5327954883,4185964.9367267946,5.623546285344168,3.7357142857142853,3.7357142857142853,3.481428571428571,0.6377059235776723,0.18170270961519655,0.8935000002384186,0.18050000444054604,1522962735.0
647278.6640249231,4185964.653204986,5.935965523354048,3.89,3.89,3.654285714285714,0.6075873443301307,0.1953447052874581,0.6200000047683716,0.26649999991059303,1522962735.0
647278.7952543577,4185964.369683179,6.248384761266125,4.755714285714286,4.755714285714286,4.517142857142857,0.6621622545028135,0.16919227083995741,0.35100001096725464,0.43299999833106995,1522962735.0
647278.9264837921,4185964.086161371,6.560803999178206,5.01,5.01,4.7542857142857144,0.6757614554926041,0.1485765639754564,0.7247500121593475,0.07999999995809048,1522962735.0
