x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum
647250.3816725607,4185771.3795837467,0.0,0.685,0.685,0.685,-0.12233333537975946,0.046333333477377905,-0.12099999934434891,0.0430000014603138,1522954824.0
647250.8293989504,4185771.844561089,0.6454942669759333,0.775,0.775,0.8099999999999999,-0.06352083286037669,0.03494791698176413,-0.0400000000372529,0.0566666666418314,1522954824.0
647251.2771253398,4185772.3095384315,1.2909885342065548,0.835,0.835,0.8116666666666666,-0.04367500030504608,0.0956444443613118,-0.01399999912828207,0.09799999762326479,1522954824.0
647251.7248517295,4185772.7745157736,1.9364828012632354,0.9700000000000001,0.9700000000000001,0.9733333333333333,-0.12012380987409471,0.10558253986140093,-0.07375000044703484,0.09900000039488077,1522954824.0
647252.1725781191,4185773.2394931163,2.5819770684938566,1.055,1.055,1.0233333333333334,-0.1546076907544958,0.07946730726040324,-0.00849999999627471,0.07500000111758709,1522954824.0
647252.620304509,4185773.704470459,3.2274713355505384,1.1400000000000001,1.1400000000000001,1.1549999999999998,-0.14362758704817088,0.1762942521190592,-0.010999999940395355,0.061000000685453415,1522954824.0
647253.0680308983,4185774.1694478015,3.8729656027811594,1.3949999999999998,1.3949999999999998,1.3566666666666665,-0.24863458993440535,0.1278050312362377,-0.16266666849454245,0.21899999429782233,1522954824.0
647253.515757288,4185774.634425144,4.5184598701732765,1.4833333333333334,1.4833333333333334,1.4533333333333331,-0.23127955875224768,0.15017421384277582,-0.0949999988079071,0.18950000405311584,1522954824.0
647253.9634836778,4185775.099402486,5.1639541372299576,1.54,1.54,1.495,-0.25827798678879416,0.12240440210066848,0.0,0.21400000154972076,1522954824.0
647254.4112100675,4185775.5643798285,5.809448404541327,1.5716666666666665,1.5716666666666665,1.53,-0.23298238923351441,0.13276603688843222,0.0,0.21400000154972076,1522954824.0
647254.8589364571,4185776.029357171,6.454942671598007,1.71,1.71,1.63,-0.205187734166664,0.14408993636662099,0.0,0.21400000154972076,1522954824.0
647255.3066628467,4185776.494334513,7.100436938828629,1.9366666666666665,1.9366666666666665,1.8383333333333336,-0.2535915150098278,0.14497636402957148,-0.45900000135103863,0.10566666846474011,1522954824.0
647255.7543892366,4185776.9593118564,7.745931206220746,2.0483333333333333,2.0483333333333333,1.9900000000000002,-0.25857049130778675,0.20375519186802868,-0.3590000073115031,0.11433333655198415,1522954824.0
647256.2021156262,4185777.424289198,8.391425473358174,2.2133333333333334,2.2133333333333334,2.188333333333333,-0.2778155908949914,0.22571666568758036,-0.23133333524068198,0.21666666865348816,1522954824.0
647256.6498420158,4185777.8892665408,9.036919740588795,2.2916666666666665,2.2916666666666665,2.27,-0.26622755618724575,0.24053955591759765,-0.28799999753634137,0.233666663368543,1522954824.0
647257.0975684057,4185778.3542438825,9.682414007645477,2.3916666666666666,2.3916666666666666,2.3433333333333333,-0.2562751102066705,0.26541222366193945,-0.29366666078567505,0.22899999717871347,1522954824.0
647257.5452947951,4185778.819221225,10.327908274876096,2.4566666666666666,2.4566666666666666,2.4516666666666667,-0.31072276339873817,0.2525067074534323,-0.2709999978542328,0.24499999980131784,1522954824.0
647257.9930211847,4185779.2841985677,10.973402541932778,2.5016666666666665,2.5016666666666665,2.465,-0.34547601757131974,0.23261178813588912,-0.28733332951863605,0.2150000035762787,1522954824.0
647258.4407475743,4185779.7491759104,11.6188968091634,2.608333333333334,2.608333333333334,2.53,-0.31316503533634604,0.24956557970912469,-0.28366666038831073,0.21833333869775137,1522954824.0
647258.8884739642,4185780.2141532525,12.264391076220079,2.6733333333333333,2.6733333333333333,2.605,-0.30837336625489936,0.246068464970107,-0.33700000246365863,0.40033333500226337,1522954824.0
647259.3362003536,4185780.679130595,12.909885343450698,2.7283333333333335,2.7283333333333335,2.6966666666666668,-0.34504771164916714,0.2295307182439063,-0.478000005086263,0.2546666661898295,1522954824.0
647259.7839267432,4185781.1441079373,13.555379610507378,2.981666666666667,2.981666666666667,2.92,-0.3598349674075262,0.2254944439612184,-0.3356666664282481,0.1830000032981237,1522954824.0
647260.2316531329,4185781.60908528,14.200873877818749,3.0216666666666665,3.0216666666666665,2.966666666666667,-0.36535695789797806,0.24703106859813442,0.029999999329447746,0.039000000804662704,1522954824.0
647260.6793795227,4185782.0740626226,14.846368145210866,3.133333333333333,3.133333333333333,3.09,-0.3725606064791936,0.2940227260643788,-0.4458333303531011,0.3216666616499424,1522954824.0
647261.1271059123,4185782.5390399653,15.49186241226755,3.203333333333333,3.203333333333333,3.1666666666666665,-0.34207878760203253,0.26369696986494645,-0.370999996860822,0.33249999955296516,1522954824.0
647261.5748323019,4185783.004017307,16.137356679162732,3.2883333333333336,3.2883333333333336,3.28,-0.4012878811635983,0.24610605977024105,-0.4443333297967911,0.2875000014901161,1522954824.0
647262.0225586914,4185783.4689946487,16.782850946057916,3.358333333333333,3.358333333333333,3.3666666666666667,-0.4165242433999525,0.3137090904694616,-0.4188333327571551,0.29916666199763614,1522954824.0
647262.4702850808,4185783.933971992,17.42834521320779,3.365,3.365,3.376666666666667,-0.4723636386520936,0.3030969704416667,-0.5480000029007593,0.2983333344260852,1522954824.0
647262.9180114706,4185784.398949334,18.07383948026447,3.3816666666666664,3.3816666666666664,3.408333333333333,-0.48679394085298944,0.29829696970004055,-0.526666671037674,0.3006666675209999,1522954824.0
647263.3657378601,4185784.8639266766,18.71933374749509,3.3883333333333336,3.3883333333333336,3.3383333333333334,-0.5156666681622013,0.35495454547080124,-0.617166668176651,0.37449999650319415,1522954824.0
647263.8134642498,4185785.3289040183,19.364828014551772,3.3850000000000002,3.3850000000000002,3.3633333333333333,-0.5339757569811566,0.34918787834996534,-0.5316666563351949,0.3851666624347369,1522954824.0
647264.2611906393,4185785.793881361,20.010322281782393,3.4,3.4,3.3699999999999997,-0.5057472248044284,0.37418888936647127,-0.5831666588783264,0.3936666672428449,1522954824.0
647264.7089170291,4185786.2588587035,20.655816548839073,3.408333333333333,3.408333333333333,3.401666666666666,-0.4948888876371917,0.36076388916828567,-0.5546666781107584,0.3256666672726472,1522954824.0
647265.1566434186,4185786.723836046,21.301310816069698,3.41,3.41,3.4316666666666666,-0.5102083343598579,0.35681944423251744,-0.5896666646003723,0.41883333524068195,1522954824.0
647265.6043698083,4185787.1888133883,21.946805083126375,3.413333333333334,3.413333333333334,3.4249999999999994,-0.5130555563502838,0.37676388853126147,-0.62199999888738,0.4521666616201401,1522954824.0
