x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum,x_m,y_m,tnum_m,time_m,model_u,model_u_surf,model_v,model_v_surf,model_vor,model_vor_surf,model_z_bed,model_z_eta
647423.441288029,4185608.683214584,0.0,0.58,0.58,0.58,,,,,1522787388.5,647423.5749884836,4185608.8460644805,1522787388.5,2018-04-03 20:29:48.500,-0.03395542676703862,-0.05838430326781793,0.03125475916540488,0.054260075094905685,0.02123563069877636,0.03575864069312617,-1.237447114497865,-0.8847224827999788
647423.7086889382,4185609.008914377,0.421406692865798,0.58,0.58,0.58,,,,,1522787388.5,647423.8423893927,4185609.171764273,1522787388.5,2018-04-03 20:29:48.500,-0.03968056282558571,-0.06822832855971049,0.03652454269446257,0.06340872501754102,0.02171850547149877,0.036472582226013836,-1.3378362713218277,-0.9256733797455892
647423.9760898472,4185609.334614169,0.8428133857315959,0.6,0.6,0.6,,,,,1522787388.5,647424.1097903016,4185609.4974640645,1522787388.5,2018-04-03 20:29:48.500,-0.045405698862896006,-0.07807235381508763,0.04179432620397254,0.07255737490624038,0.02180915402665745,0.03664294257071812,-1.4382254278674287,-0.9666242766333178
647424.243490756,4185609.6603139606,1.2642200782374904,0.6,0.6,0.6,,,,,1522787388.5,647424.3771912104,4185609.8231638568,1522787388.5,2018-04-03 20:29:48.500,-0.05113083491336424,-0.08791637909308907,0.047064109725593925,0.08170602481596585,0.021781515813451634,0.03664937082911554,-1.5386145845527466,-1.0075751735241583
647424.5108916649,4185609.9860137533,1.6856267710294175,0.6,0.6,0.6,,,,,1522787388.5,647424.6445921194,4185610.148863649,1522787388.5,2018-04-03 20:29:48.500,-0.05685597096458241,-0.09776040437237998,0.052333893247905605,0.09085467472688973,0.02175387760020981,0.036655799087521326,-1.6390037412724578,-1.0485260704416057
647424.7782925739,4185610.311713545,2.1070334638952164,0.66,0.66,0.655,-0.10111111112766796,0.09111111114422482,-0.090999998152256,0.06700000166893005,1522787388.5,647424.9119930284,4185610.4745634412,1522787388.5,2018-04-03 20:29:48.500,-0.06406031083229353,-0.10965443888671544,0.05900279927314893,0.10207195965638993,0.021726239386968,0.036662227345927126,-1.7382119644472738,-1.0776836592958086
647425.0456934829,4185610.6374133374,2.5284401564011105,0.7620000000000001,0.7620000000000001,0.7559999999999999,-0.13611458450517006,0.08644791510111344,0.009999999776482582,-0.008000000379979609,1522787388.5,647425.1793939372,4185610.800263233,1522787388.5,2018-04-03 20:29:48.500,-0.07182749882026836,-0.12232851725165948,0.06620408187982654,0.1140763756874817,0.021698601173724588,0.036668655604333286,-1.8369708334618629,-1.102353806102358
647425.3130943916,4185610.9631131287,2.9498468491930385,0.8220000000000001,0.8220000000000001,0.8360000000000001,-0.12500000091306138,0.11521568616359107,-0.15199999511241913,-0.017000000923871994,1522787388.5,647425.4467948461,4185611.125963025,1522787388.5,2018-04-03 20:29:48.500,-0.07959468680824319,-0.1350025956166035,0.07340536448650414,0.1260807917185735,0.021670962960481176,0.03667508386273943,-1.935729702476452,-1.1270239529089074
647425.5804953007,4185611.2888129214,3.3712535420588368,0.8620000000000001,0.8620000000000001,0.8320000000000001,-0.24821738977039198,0.1851956520931444,-0.30250000208616257,0.2009999975562096,1522787388.5,647425.7141957553,4185611.451662817,1522787388.5,2018-04-03 20:29:48.500,-0.08736187480683881,-0.14767667399896148,0.08060664710302239,0.13808520776612998,0.02199070043856235,0.0371629355513637,-2.034488571627656,-1.1516940997499612
647425.8478962098,4185611.614512713,3.792660234638601,0.975,0.975,0.95,-0.4441746039286493,0.08107738094478255,-0.4779999852180481,0.012000000104308128,1522787388.5,647425.9815966642,4185611.7773626093,1522787388.5,2018-04-03 20:29:48.500,-0.09512906280032035,-0.1603507523738567,0.08780792971473197,0.15008962380631008,0.022473575210998117,0.03787687708382756,-2.1332474407304556,-1.1763642465829085
