x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum,x_m,y_m,tnum_m,time_m,model_u,model_u_surf,model_v,model_v_surf,model_vor,model_vor_surf,model_z_bed,model_z_eta
647112.9072646103,4185826.355226,0.0,1.505,1.505,1.585,0.2401384595638285,0.06962307719513773,-0.8019999861717224,0.002000000094994902,1522960639.5,647112.8394533249,4185826.512112104,1522960639.5,2018-04-05 20:37:19.500,0.01031140043539042,0.02922016070245736,0.0006503442894322838,0.0008859660316287219,-0.00839298188568757,-0.024223169678757334,-1.9733100274415274,-1.1381425268693202
647112.7716420394,4185826.668998208,0.34182814355546043,1.5166666666666666,1.5166666666666666,1.59,0.18793333248259173,0.11015384695373286,-0.8774999976158142,-0.060000000637955964,1522960639.5,647112.7038307539,4185826.8258843105,1522960639.5,2018-04-05 20:37:19.500,0.013505959157310244,0.038272812649476795,0.0008518264290382792,0.0011604457719315304,-0.009191621566167525,-0.026486332665512192,-2.1710182741169057,-1.195575135471176
647112.6360194684,4185826.9827704136,0.6836562866373015,1.4225,1.4225,1.4575,0.2231807676143945,0.062366666915850376,-0.8774999976158142,-0.060000000637955964,1522960639.5,647112.5682081829,4185827.139656517,1522960639.5,2018-04-05 20:37:19.500,0.016700517879230072,0.04732546459649623,0.0010533085686442744,0.001434925512234339,-0.00999026124664748,-0.028749495652267046,-2.368726520792284,-1.2530077440730318
647112.5003968974,4185827.2965426208,1.0254844297653278,1.422,1.422,1.4740000000000002,0.1391712808709305,0.013379744439361959,-0.8796666661898295,-0.06366667283388476,1522960639.5,647112.4325856119,4185827.453428724,1522960639.5,2018-04-05 20:37:19.500,0.019895076601149895,0.056378116543515655,0.0012547907082502698,0.0017094052525371474,-0.010562774892018534,-0.03024316710384746,-2.566434767467662,-1.3104403526748878
647112.3647743264,4185827.6103148274,1.3673125728933542,1.7283333333333335,1.7283333333333335,1.7466666666666664,0.07419333259013884,0.02703538449400534,-0.8796666661898295,-0.06366667283388476,1522960639.5,647112.296963041,4185827.7672009305,1522960639.5,2018-04-05 20:37:19.500,0.023089635323069718,0.06543076849053509,0.001456272847856265,0.0019838849928399556,-0.010849241260677992,-0.03076040648245142,-2.7641430141430408,-1.3678729612767433
647112.2291517556,4185827.9240870336,1.7091407164026364,1.7283333333333335,1.7283333333333335,1.7466666666666664,0.07419333259013884,0.02703538449400534,-0.8754999935626984,-0.2440000047208741,1522960639.5,647112.1613404701,4185828.080973137,1522960639.5,2018-04-05 20:37:19.500,0.026284194045540693,0.07448342043911635,0.0016577549874970214,0.0022583647331901194,-0.010678383813120848,-0.029981694308610713,-2.9618512608041927,-1.4253055698637431
647112.0935291846,4185828.237859241,2.0509688595306628,1.9866666666666664,1.9866666666666664,2.0033333333333334,0.040111046092306736,0.04084263527269525,-0.9490000009536744,-0.4900000095367432,1522960639.5,647112.025717899,4185828.3947453448,1522960639.5,2018-04-05 20:37:19.500,0.029478752778297066,0.08353607241684409,0.0018592371277864825,0.0025328444744240155,-0.010166210500106495,-0.02823577069639016,-3.1595595080314314,-1.4827381785995533
647111.9579066135,4185828.5516314483,2.392797002704881,2.1183333333333336,2.1183333333333336,2.1083333333333334,0.057702906605654025,0.05053604678462927,-1.3588333328564959,-0.27616667002439504,1522960639.5,647111.890095328,4185828.7085175524,1522960639.5,2018-04-05 20:37:19.500,0.032673311511604596,0.09258872439613368,0.002060719268110705,0.002807324215705267,-0.00815116410558343,-0.022882739052825625,-3.3572677552444445,-1.5401707873205077
647111.8222840425,4185828.8654036564,2.734625146260342,2.1750000000000003,2.1750000000000003,2.171666666666667,0.020818604401117845,0.02069108548493831,-1.331499993801117,-0.2458333373069763,1522960639.5,647111.754472757,4185829.022289759,1522960639.5,2018-04-05 20:37:19.500,0.0356155496235537,0.0997069844913845,0.0004899069933299151,-0.0018854194987264978,-0.004806860462414609,-0.014339301941975491,-3.5561226666487107,-1.5408140077180907
647111.6866614715,4185829.1791758616,3.0764532898620085,2.2783333333333333,2.2783333333333333,2.248333333333333,0.030601938018059112,0.030868604734391975,-1.3429999748865764,-0.2250000027318796,1522960639.5,647111.618850186,4185829.3360619657,1522960639.5,2018-04-05 20:37:19.500,0.038554786951737856,0.10680223936457091,-0.0011019827206104294,-0.006637237117194295,-0.0014625568192457943,-0.00579586483112538,-3.7549912150400715,-1.540781846607349
