x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum,x_m,y_m,tnum_m,time_m,model_u,model_u_surf,model_v,model_v_surf,model_vor,model_vor_surf,model_z_bed,model_z_eta
647341.462669144,4185699.001175419,0.0,0.61,0.61,0.61,,,,,1522951414.0,647341.6620665141,4185699.163824167,1522951414.0,2018-04-05 18:03:34,-0.11627193116657986,-0.2091398855896692,0.13150772137041866,0.23445595190269808,0.04578559922786768,0.09579579940154248,-2.233025643405883,-1.2305037557448897
647341.8614638844,4185699.326472915,0.5146413366507482,0.7266666666666667,0.7266666666666667,0.7433333333333333,-0.22128571809402534,0.15821428543754987,-0.17250000685453415,0.1184999980032444,1522951414.0,647342.0608612546,4185699.489121662,1522951414.0,2018-04-05 18:03:34,-0.12684438365635922,-0.23804563370543705,0.14244343354412298,0.26453172811383135,0.03931522066660463,0.08888067256717258,-2.4016278944553617,-1.2304540799780093
647342.2602586247,4185699.651770409,1.0292826730071578,0.8033333333333333,0.8033333333333333,0.81,-0.19104791597783333,0.04656146089546386,-0.11425000266171992,0.0957499984651804,1522951414.0,647342.4596559948,4185699.8144191564,1522951414.0,2018-04-05 18:03:34,-0.13741683613204286,-0.2669513817890679,0.1533791457025855,0.29460750429053484,0.034815028642372535,0.08370791385924664,-2.5702301453551306,-1.2304044042111244
647342.6590533649,4185699.9770679036,1.5439240092733584,0.96,0.96,0.9483333333333334,-0.1308550001922898,0.17666541632575292,-0.16425000526942313,0.1537499986588955,1522951414.0,647342.858450735,4185700.1397166518,1522951414.0,2018-04-05 18:03:34,-0.14798928863448715,-0.2958571299242423,0.164314857890963,0.32468328052421835,0.030314836613579296,0.07853515514467789,-2.7388323964280765,-1.2303547284443512
647343.057848105,4185700.3023654,2.0585653456534767,1.15,1.15,1.1416666666666666,-0.25636920079713743,0.2258543465988359,-0.1527500043157488,0.22299999743700027,1522951414.0,647343.2572454751,4185700.465014148,1522951414.0,2018-04-05 18:03:34,-0.15856174116333444,-0.3247628781077776,0.17525057010911335,0.35475905681191205,0.025814644581073527,0.07336239642429898,-2.9074346476426394,-1.2303050526777155
647343.4566428452,4185700.627662896,2.573206682304225,1.2166666666666668,1.2166666666666668,1.23,-0.2418007232223475,0.18940217313559154,-0.10925000137649477,0.11549999564886093,1522951414.0,647343.6560402154,4185700.790311643,1522951414.0,2018-04-05 18:03:34,-0.16913419365275606,-0.3536686262203628,0.18618628228267547,0.3848348330200754,0.023393119263224592,0.07023644567792504,-3.076036898660557,-1.2302553769108604
647343.8554375855,4185700.95296039,3.087848018660635,1.4466666666666663,1.4466666666666663,1.4416666666666669,-0.24991766806559965,0.2670086687405904,-0.0070000002160668364,0.08699999749660492,1522951414.0,647344.0548349556,4185701.115609138,1522951414.0,2018-04-05 18:03:34,-0.1779486328308112,-0.37972945587349677,0.19428599607590974,0.41028819862226196,0.02247755318698679,0.06875779212703612,-3.245230536589874,-1.2302068857845323
647344.2542323256,4185701.2782578855,3.6024893551309627,1.4800000000000002,1.4800000000000002,1.4916666666666665,-0.2390966676758447,0.2454860015461841,-0.0070000002160668364,0.08699999749660492,1522951414.0,647344.4536296958,4185701.4409066336,1522951414.0,2018-04-05 18:03:34,-0.18383953518044371,-0.40105924975221696,0.19766950796031751,0.4280545987317047,0.021307165645438768,0.06686380355647963,-3.4154076379645675,-1.230160364688999
647344.6530270659,4185701.6035553813,4.117130691781711,1.555,1.555,1.5533333333333337,-0.2728920000575793,0.2320883335160713,-0.0070000002160668364,0.08699999749660492,1522951414.0,647344.8524244361,4185701.766204129,1522951414.0,2018-04-05 18:03:34,-0.1897304375238638,-0.42238904361936863,0.20105301984089596,0.44582099883353354,0.02178302908535821,0.062385692084773764,-3.585584739281942,-1.2301138435933794
647345.0518218064,4185701.928852876,4.631772028522669,1.7166666666666668,1.7166666666666668,1.6766666666666663,-0.2558275861036697,0.20415459673894545,-0.1289999969303608,0.215999998152256,1522951414.0,647345.2512191766,4185702.0915016243,1522951414.0,2018-04-05 18:03:34,-0.1956213398676599,-0.4437188374897326,0.20443653172164628,0.4635873989383805,0.02315658203057175,0.05721353162954952,-3.7557618406308713,-1.2300673224977339
647345.4506165468,4185702.254150372,5.14641336487908,1.8066666666666664,1.8066666666666664,1.7283333333333333,-0.2547853439628823,0.2809227026635032,-0.29350000619888306,-0.0989999994635582,1522951414.0,647345.6500139169,4185702.416799119,1522951414.0,2018-04-05 18:03:34,-0.20151224220449143,-0.46504863134210334,0.20782004359822365,0.4813537990295773,0.023862724363371987,0.051292060353537686,-3.9259389418593726,-1.230020801402054
647345.8494112869,4185702.5794478664,5.6610547011452805,1.8266666666666669,1.8266666666666669,1.7666666666666666,-0.2429982750633753,0.3077813236246249,-0.35700000822544103,0.04150000028312206,1522951414.0,647346.048808657,4185702.7420966136,1522951414.0,2018-04-05 18:03:34,-0.210822120175777,-0.4783875050609888,0.21738221128694962,0.49532290689170566,0.024568866695742604,0.04537058908405177,-4.028299169524998,-1.2299402688140384
647346.2482060271,4185702.904745361,6.175696037615608,1.8716666666666664,1.8716666666666664,1.8283333333333327,-0.2480881805988875,0.2731606058042609,-0.453000009059906,-0.05700000002980232,1522951414.0,647346.4476033971,4185703.0673941085,1522951414.0,2018-04-05 18:03:34,-0.22043104258739318,-0.4910274442509739,0.22748480185000766,0.5089598804592288,0.02544421379458505,0.03972293471391229,-4.124727720475658,-1.2298567613738087
647346.6470007672,4185703.2300428567,6.690337374176147,1.9833333333333332,1.9833333333333332,1.93,-0.27151743642675386,0.2584269219827958,-0.2750000059604645,0.1679999977350235,1522951414.0,647346.8463981374,4185703.392691604,1522951414.0,2018-04-05 18:03:34,-0.23003996501009066,-0.5036673834534221,0.23758739242417015,0.522596854039266,0.026459820798663894,0.03597274930488785,-4.221156271504104,-1.2297732539335506
647347.0457955076,4185703.555340351,7.204978710622766,2.03,2.03,1.981666666666667,-0.2952287639681532,0.30050268686747056,-0.20274999912362546,0.335999995470047,1522951414.0,647347.2451928777,4185703.717989099,1522951414.0,2018-04-05 18:03:34,-0.23858016198348278,-0.5155082972127575,0.24560595257701173,0.5338940587734996,0.0254840927006693,0.034558811677456724,-4.30350581381132,-1.2297370362955142
647347.4445902477,4185703.880637847,7.719620047093094,2.165,2.165,2.125,-0.31153958422235345,0.2820182855447964,-0.2884999997913837,0.3350000008940697,1522951414.0,647347.6439876179,4185704.043286595,1522951414.0,2018-04-05 18:03:34,-0.24668602950802676,-0.527024487461398,0.2527775638768627,0.544240382691975,0.024725094518287076,0.03371652111009836,-4.380133654438551,-1.2297200372081467
647347.843384988,4185704.205935343,8.234261383743842,2.223333333333333,2.223333333333333,2.1966666666666668,-0.31968333421068085,0.3088995358251314,-0.2622500024735928,0.3335000053048134,1522951414.0,647348.0427823582,4185704.3685840904,1522951414.0,2018-04-05 18:03:34,-0.2547918970241423,-0.5385406777033108,0.2599491751688639,0.5545867066049357,0.023992349697746766,0.03289385869332917,-4.456761495048797,-1.2297030381207188
647348.2421797285,4185704.5312328376,8.7489027204848,2.6066666666666665,2.6066666666666665,2.5383333333333336,-0.33615931293324536,0.3327442807833257,-0.38333332538604736,0.4846666653951009,1522951414.0,647348.4415770986,4185704.6938815853,1522951414.0,2018-04-05 18:03:34,-0.2628977645312915,-0.550056867936843,0.26712078645260606,0.5649330305108069,0.02325960487733969,0.03207119627670957,-4.533389335626353,-1.2296860390332451
647348.6409744687,4185704.8565303325,9.263544056841212,2.655,2.655,2.591666666666667,-0.3362957506495367,0.3594738564216623,-0.5463333129882812,0.6746666630109152,1522951414.0,647348.8403718388,4185705.0191790806,1522951414.0,2018-04-05 18:03:34,-0.27100363204686917,-0.5615730581771031,0.274292397744198,0.5752793544221929,0.023005625619175532,0.03156363384737454,-4.610017176220896,-1.2296690399458314
647349.039769209,4185705.1818278283,9.778185393401747,2.708333333333333,2.708333333333333,2.658333333333333,-0.3216086297650779,0.4128601176974676,-0.5463333129882812,0.6746666630109152,1522951414.0,647349.2391665792,4185705.344476576,1522951414.0,2018-04-05 18:03:34,-0.27910949956352243,-0.5730892484206687,0.2814640090366085,0.5856256783367281,0.023400413647330046,0.03163294775019476,-4.686645016846844,-1.2296520408583893
647349.4385639493,4185705.507125323,10.292826730052496,2.8616666666666664,2.8616666666666664,2.811666666666667,-0.35185803275422345,0.37479821398987306,-0.4766666690508525,0.4313333332538605,1522951414.0,647349.6379613195,4185705.6697740704,1522951414.0,2018-04-05 18:03:34,-0.2872153670617053,-0.5846054386458205,0.2886356203120916,0.5959720022355098,0.023760566515767384,0.031693881621903175,-4.763272857391712,-1.2296350417708695
647349.8373586898,4185705.832422818,10.807468066408909,3.043333333333333,3.043333333333333,2.965,-0.3556398762146102,0.3836739581588303,-0.4099999964237213,0.4439999908208847,1522951414.0,647350.0367560597,4185705.9950715657,1522951414.0,2018-04-05 18:03:34,-0.295321234577283,-0.5961216288860804,0.29580723160368355,0.6063183261468958,0.02338319959016097,0.03162612400631121,-4.839900697986255,-1.2296180426834558
647350.2361534297,4185706.157720313,11.322109402969446,3.098333333333333,3.098333333333333,3.043333333333333,-0.3590693187704834,0.41292300990900827,-0.6000000238418579,0.6669999957084656,1522951414.0,647350.4355508001,4185706.320369061,1522951414.0,2018-04-05 18:03:34,-0.3034271020933985,-0.6076378191279934,0.3029788428956848,0.6166646500598565,0.022983212585327623,0.0315559240066976,-4.9165285385965,-1.2296010435960278
647350.6349481703,4185706.4830178088,11.836750739620195,3.203333333333333,3.203333333333333,3.1566666666666667,-0.3802270992035627,0.4121012217822034,-0.4359999895095825,0.5889999866485596,1522951414.0,647350.8343455403,4185706.6456665564,1522951414.0,2018-04-05 18:03:34,-0.31153296960897625,-0.6191540093682534,0.3101504541872767,0.6270109739712426,0.022583225580461386,0.03148572400710575,-4.993156379191043,-1.2295840445086144
647351.0337429104,4185706.8083153036,12.35139207627094,3.3300000000000005,3.3300000000000005,3.2916666666666665,-0.4067780476103871,0.4721246615758912,-0.2579999938607216,0.7209999859333038,1522951414.0,647351.2331402806,4185706.970964052,1522951414.0,2018-04-05 18:03:34,-0.31963883712509167,-0.6306701996101661,0.3173220654792779,0.637357297884203,0.022183238575628067,0.03141552400749212,-5.069784219801289,-1.2295670454211864
647351.4325376508,4185707.1336128,12.866033413011902,3.435,3.435,3.4,-0.37002303488249705,0.4120823862991448,-0.2660000026226044,0.18400000035762787,1522951414.0,647351.6319350209,4185707.296261547,1522951414.0,2018-04-05 18:03:34,-0.32774470464120725,-0.642186389852079,0.32449367677127916,0.6477036217971637,0.02178325157079475,0.03134532400787854,-5.146412060411534,-1.2295500463337585
647351.8313323911,4185707.4589102943,13.380674749752854,3.5483333333333333,3.5483333333333333,3.4650000000000003,-0.3943119009291484,0.4410166673362246,-0.4059999982515971,0.5071666638056437,1522951414.0,647352.0307297613,4185707.6215590425,1522951414.0,2018-04-05 18:03:34,-0.33585057215786046,-0.6537025800956444,0.3316652880636896,0.658049945711699,0.021383264565994334,0.031275124008243116,-5.223039901037482,-1.2295330472463162
647352.2301271317,4185707.784207791,13.895316086493812,3.63,3.63,3.5216666666666665,-0.40659523542438186,0.4412619068863841,-0.3841666628917058,0.5313333471616111,1522951414.0,647352.4295245019,4185707.946856538,1522951414.0,2018-04-05 18:03:34,-0.3439564396750516,-0.665218770340863,0.3388368993565094,0.6683962696278086,0.020424408976388975,0.031213346218909227,-5.2996677416791345,-1.2295160481588598
647352.6289218721,4185708.109505285,14.409957422646096,3.795,3.795,3.7233333333333327,-0.4178666651911208,0.3991288909647197,-0.3726666669050853,0.5540000100930532,1522951414.0,647352.8283192422,4185708.2721540323,1522951414.0,2018-04-05 18:03:34,-0.35206230717323445,-0.6767349605660148,0.3460085106319926,0.6787425935265905,0.01942976174687172,0.031122615743986642,-5.376295582224002,-1.2294990490713398
647353.0277166122,4185708.43480278,14.924598759026212,3.943333333333333,3.943333333333333,3.921666666666667,-0.4291499990969896,0.41803888860676025,-0.4481666634480159,0.6184999893109003,1522951414.0,647353.2271139823,4185708.5974515276,1522951414.0,2018-04-05 18:03:34,-0.3590124030853978,-0.6881263573395803,0.3522687141024495,0.6892931225765833,0.018605144802596063,0.03108642332257494,-5.452939847283386,-1.2294842389892122
647353.4265113524,4185708.760100275,15.439240095586753,3.963333333333333,3.963333333333333,3.95,-0.4322833330680924,0.4713666670024393,-0.5111666619777679,0.5898333241542181,1522951414.0,647353.6259087226,4185708.922749023,1522951414.0,2018-04-05 18:03:34,-0.3655423882167307,-0.6994723930087335,0.35819763044809616,0.6999178780434019,0.018320478931388495,0.031223422873936035,-5.529590082499542,-1.2294702245873739
647353.8253060927,4185709.085397771,15.953881432237502,4.081666666666666,4.081666666666666,4.065,-0.4403000012040135,0.4816062492318446,-0.5270000050465266,0.4776666760444641,1522951414.0,647354.0247034628,4185709.2480465183,1522951414.0,2018-04-05 18:03:34,-0.37330255061209294,-0.7113521368989826,0.365622904310284,0.711353759864288,0.018300370025375143,0.031475199564876766,-5.606801843003668,-1.2294297380145687
647354.224100833,4185709.4106952655,16.46852276859391,4.145,4.145,4.135,-0.44502083621919136,0.4961635422737642,-0.5003333340088526,0.5638333360354105,1522951414.0,647354.423498203,4185709.5733440137,1522951414.0,2018-04-05 18:03:34,-0.38151000836688165,-0.7234259383597758,0.37359225730043466,0.7230845691441508,0.01886415709140539,0.03186025234868975,-5.684217775434667,-1.2293796260978611
