x,y,d,z_bed,depth_bt,depth_m,u_avg,v_avg,u_surf,v_surf,tnum,x_m,y_m,tnum_m,time_m,model_u,model_u_surf,model_v,model_v_surf,model_vor,model_vor_surf,model_z_bed,model_z_eta
647166.4218955546,4185828.310807992,0.0,1.26,1.26,1.21,0.053357142372988164,-0.008857142512819605,0.019999999552965164,-0.0430000014603138,1522958782.5,647166.6773269704,4185828.528698994,1522958782.5,2018-04-05 20:06:22.500,0.0,0.0,0.0,0.0,0.0,0.0,-1.2864302280864512,-0.585144954576714
647166.9327583861,4185828.7465899964,0.6714810393708638,1.4666666666666666,1.4666666666666666,1.4166666666666667,0.049984848711197474,0.0680353534878279,0.07499999925494194,0.048000002590318516,1522958782.5,647167.188189802,4185828.9644809966,1522958782.5,2018-04-05 20:06:22.500,0.0,0.0,0.0,0.0,0.0,0.0,-1.6511440537966386,-0.6968739516845635
647167.4436212177,4185829.182371997,1.3429620786531586,1.4666666666666666,1.4666666666666666,1.4166666666666667,0.049984848711197474,0.0680353534878279,0.07499999925494194,0.048000002590318516,1522958782.5,647167.6990526335,4185829.4002629984,1522958782.5,2018-04-05 20:06:22.500,0.0,0.0,0.0,0.0,0.0,0.0,-2.015857879250759,-0.8086029487139675
647167.9544840493,4185829.618154,2.0144431180240225,1.5499999999999998,1.5499999999999998,1.4725,0.036792857114258885,0.03306428556208543,0.03500000014901161,0.08766666892915964,1522958782.5,647168.2099154652,4185829.8360450007,1522958782.5,2018-04-05 20:06:22.500,0.0,0.0,0.0,0.0,0.0,0.0,-2.3805717049266137,-0.9203319458112993
647168.4653468811,4185830.053936002,2.685924157697094,1.596,1.596,1.5499999999999998,0.018352380875010225,0.013493809314622063,0.02050000010058284,0.04300000215880573,1522958782.5,647168.7207782969,4185830.2718270035,1522958782.5,2018-04-05 20:06:22.500,0.0,0.0,0.0,0.0,0.0007577706548611556,0.0013268556337440206,-2.7452855306992685,-1.0320609429382854
647168.9762097128,4185830.489718005,3.357405197245096,1.8483333333333332,1.8483333333333332,1.6783333333333337,0.01657814210798603,0.1583849725677998,0.02879999950528145,0.11160000211093576,1522958782.5,647169.2316411285,4185830.707609006,1522958782.5,2018-04-05 20:06:22.500,0.0,0.0,0.0,0.0,0.012113557256679286,0.021210826240890362,-2.9235903643404315,-1.1294254236911556
647169.4870725443,4185830.925500007,4.02888623661596,2.165,2.165,2.05,-0.06812096788449054,0.14840416710915166,0.04199999943375588,0.05400000073132105,1522958782.5,647169.7425039602,4185831.1433910076,1522958782.5,2018-04-05 20:06:22.500,0.0,0.0,0.0,0.0,0.029605975052260307,0.054409310789360205,-3.079751603226844,-1.225083538040269
647169.997935376,4185831.3612820087,4.700367275986823,2.8516666666666666,2.8516666666666666,2.85,-0.14415072938946444,0.12939912257859038,0.008999999612569809,0.008000000379979609,1522958782.5,647170.2533667918,4185831.57917301,1522958782.5,2018-04-05 20:06:22.500,-0.011381662580781791,-0.024694543352658797,0.01642131547765469,0.02875370643510377,0.04883249110403518,0.09137023023920561,-3.234427697821998,-1.2864218295222059
647170.5087982075,4185831.7970640105,5.37184831496691,3.1733333333333333,3.1733333333333333,3.2416666666666667,-0.13558229154580098,0.1627528266946598,0.04899999864088992,0.1023333373789986,1522958782.5,647170.7642296233,4185832.014955012,1522958782.5,2018-04-05 20:06:22.500,-0.04286458039064963,-0.09300233873896102,0.06184446186277638,0.10828958882490305,0.09177521942573535,0.18104416620528307,-3.3864808654482297,-1.2871475773237946
647171.019661039,4185832.2328460137,6.043329354462843,3.395,3.395,3.36,-0.1818627781397018,0.18751027773768256,0.06549999862909317,0.13550000684335828,1522958782.5,647171.2750924547,4185832.4507370144,1522958782.5,2018-04-05 20:06:22.500,-0.07434749820051749,-0.16131013412526327,0.10726760824789809,0.1878254712147024,0.09885799305058748,0.19329242577260133,-3.538534033074461,-1.2878733251253833
647171.5305238705,4185832.668628015,6.7148103935315,3.325,3.325,3.1766666666666667,-0.2630439000741937,0.19837991072438765,-0.3049999997019768,0.09149999916553496,1522958782.5,647171.7859552862,4185832.886519016,1522958782.5,2018-04-05 20:06:22.500,-0.10583041599998999,-0.22961792948901097,0.15269075461802153,0.2673613535782397,0.0980420796810417,0.19152344547475703,-3.6905872005728986,-1.288599072926171
647172.041386702,4185833.1044100174,7.3862914327252245,3.3683333333333327,3.3683333333333327,3.2566666666666664,-0.2681301392234228,0.2368983320524503,-0.2685000002384186,0.20399999991059306,1522958782.5,647172.2968181176,4185833.322301019,1522958782.5,2018-04-05 20:06:22.500,-0.13731333381529578,-0.2979257248871118,0.19811390101098902,0.346897235981777,0.09237191365124772,0.17856884236403814,-3.8426403683195267,-1.2893248207285666
