"","Fish","TagID","Node_count","X_UTM","Y_UTM","Z_meter","Epoch_Sec","dt","uSecs"
"201","2",7245,4,647226.1,4185812.1,5,1521800856,2018-03-23 03:27:36,273804
"202","2",7245,5,647213.1,4185819.1,1,1521800881,2018-03-23 03:28:01,516392
"203","2",7245,3,647214.1,4185815.1,5,1521800886,2018-03-23 03:28:06,583252
"204","2",7245,3,647229.1,4185808.1,2,1521801124,2018-03-23 03:32:04,37235
"205","2",7245,3,647232.1,4185807.1,5,1521801144,2018-03-23 03:32:24,208371
"206","2",7245,3,647231.1,4185805.1,4,1521801174,2018-03-23 03:32:54,487517
"207","2",7245,4,647238.1,4185799.1,1,1521801230,2018-03-23 03:33:50,12418
"208","2",7245,3,647244.1,4185799.1,5,1521801280,2018-03-23 03:34:40,512739
"209","2",7245,4,647245.1,4185796.1,5,1521801300,2018-03-23 03:35:00,693389
"210","2",7245,3,647241.1,4185801.1,3,1521801346,2018-03-23 03:35:46,137177
"211","2",7245,3,647235.1,4185803.1,5,1521801351,2018-03-23 03:35:51,183770
"212","2",7245,4,647225.1,4185808.1,1,1521801391,2018-03-23 03:36:31,562816
"213","2",7245,3,647224.1,4185808.1,4,1521801431,2018-03-23 03:37:11,937500
"214","2",7245,3,647225.1,4185802.1,1,1521801487,2018-03-23 03:38:07,499895
"215","2",7245,3,647234.1,4185794.1,1,1521801603,2018-03-23 03:40:03,613156
"216","2",7245,3,647234.1,4185802.1,1,1521801669,2018-03-23 03:41:09,244196
"217","2",7245,3,647220.1,4185810.1,1,1521801729,2018-03-23 03:42:09,852208
"218","2",7245,3,647218.1,4185815.1,5,1521801770,2018-03-23 03:42:50,286219
"219","2",7245,3,647198.1,4185819.1,5,1521801785,2018-03-23 03:43:05,439175
"220","2",7245,4,647208.1,4185819.1,5,1521801795,2018-03-23 03:43:15,511189
"221","2",7245,3,647232.1,4185834.1,2,1521801881,2018-03-23 03:44:41,400456
"222","2",7245,3,647207.1,4185814.1,5,1521802027,2018-03-23 03:47:07,829526
"223","2",7245,3,647227.1,4185804.1,2,1521802184,2018-03-23 03:49:44,435540
"224","2",7245,4,647225.1,4185808.1,4,1521802199,2018-03-23 03:49:59,604859
"225","2",7245,3,647227.1,4185808.1,3,1521802214,2018-03-23 03:50:14,762787
"226","2",7245,3,647216.1,4185813.1,3,1521802245,2018-03-23 03:50:45,33109
"227","2",7245,3,647209.1,4185814.1,4,1521802255,2018-03-23 03:50:55,162524
"228","2",7245,3,647209.1,4185815.1,5,1521802275,2018-03-23 03:51:15,349008
"229","2",7245,3,647204.1,4185817.1,5,1521802280,2018-03-23 03:51:20,428675
"230","2",7245,5,647206.1,4185817.1,1,1521802290,2018-03-23 03:51:30,512309
"231","2",7245,4,647202.1,4185820.1,2,1521802315,2018-03-23 03:51:55,740149
"232","2",7245,4,647204.1,4185819.1,3,1521802320,2018-03-23 03:52:00,790356
"233","2",7245,3,647184.1,4185827.1,1,1521802346,2018-03-23 03:52:26,39656
"234","2",7245,3,647198.1,4185824.1,5,1521802361,2018-03-23 03:52:41,212021
"235","2",7245,3,647231.1,4185810.1,5,1521802568,2018-03-23 03:56:08,346711
"236","2",7245,6,647230.1,4185803.1,2,1521802654,2018-03-23 03:57:34,226446
"237","2",7245,3,647230.1,4185802.1,1,1521802659,2018-03-23 03:57:39,298239
"238","2",7245,3,647222.1,4185809.1,3,1521802750,2018-03-23 03:59:10,256960
"239","2",7245,3,647239.1,4185800.1,5,1521802841,2018-03-23 04:00:41,232668
"240","2",7245,3,647227.1,4185801.1,1,1521802861,2018-03-23 04:01:01,439725
"241","2",7245,3,647232.1,4185804.1,1,1521802876,2018-03-23 04:01:16,600554
"242","2",7245,3,647232.1,4185805.1,4,1521802881,2018-03-23 04:01:21,653909
"243","2",7245,3,647236.1,4185806.1,2,1521802927,2018-03-23 04:02:07,121206
"244","2",7245,3,647255.1,4185794.1,5,1521803028,2018-03-23 04:03:48,238971
"245","2",7245,3,647255.1,4185793.1,5,1521803033,2018-03-23 04:03:53,292591
"246","2",7245,3,647256.1,4185791.1,1,1521803043,2018-03-23 04:04:03,403929
"247","2",7245,4,647263.1,4185789.1,5,1521803068,2018-03-23 04:04:28,676285
"248","2",7245,4,647263.1,4185789.1,1,1521803078,2018-03-23 04:04:38,787889
"249","2",7245,5,647263.1,4185786.1,1,1521803088,2018-03-23 04:04:48,887830
"250","2",7245,5,647265.1,4185785.1,5,1521803114,2018-03-23 04:05:14,156492
"251","2",7245,4,647265.1,4185787.1,1,1521803124,2018-03-23 04:05:24,263182
"252","2",7245,3,647261.1,4185784.1,1,1521803184,2018-03-23 04:06:24,894481
"253","2",7245,4,647259.1,4185784.1,5,1521803189,2018-03-23 04:06:29,948195
"254","2",7245,4,647259.1,4185785.1,5,1521803195,2018-03-23 04:06:35,2721
"255","2",7245,3,647254.1,4185785.1,5,1521803200,2018-03-23 04:06:40,56393
