index,dist,dn1,dn2,dnm,dt,head,id,speed,t1,t2,tm,u,v,x1,x2,xm,y1,y2,ym,z1,z2,zm,depth,i,us,vs,nsmooth
10,2.5,736777.7180555556,736777.7180555556,736777.7180555556,5.0,2.498091544796509,8255,0.5,1521936866.0,1521936871.0,1521936868.5,-0.4,0.3,647348.6,647346.6,647347.6,4185794.6,4185796.1,4185795.35,3.0,1.0,2.0,1.1826,108882.0,-0.309346035015448,0.3125643666323378,8.0
11,1.8027756377319946,736777.7180555556,736777.7180555556,736777.7180555556,5.0,2.5535900500422257,8255,0.3605551275463989,1521936871.0,1521936876.0,1521936873.5,-0.3,0.2,647346.6,647345.1,647345.85,4185796.1,4185797.1,4185796.6,1.0,5.0,3.0,1.1613,108884.0,-0.28630873987726624,0.3119062964104576,8.0
12,9.924716620639604,736777.7180555556,736777.71875,736777.7184027778,25.0,2.2848870254070546,8255,0.39698866482558415,1521936876.0,1521936901.0,1521936888.5,-0.26,0.3,647345.1,647338.6,647341.85,4185797.1,4185804.6,4185800.85,5.0,2.0,3.5,0.8687,108886.0,-0.2775766016713092,0.3193593314763231,8.0
13,5.5901699437494745,736777.71875,736777.71875,736777.71875,10.0,2.0344439357957027,8255,0.5590169943749475,1521936901.0,1521936911.0,1521936906.0,-0.25,0.5,647338.6,647336.1,647337.35,4185804.6,4185809.6,4185807.1,2.0,3.0,2.5,1.0394,109750.0,-0.27037037037037037,0.32592592592592595,8.0
14,2.1213203435596424,736777.71875,736777.71875,736777.71875,5.0,2.356194490192345,8255,0.42426406871192845,1521936911.0,1521936916.0,1521936913.5,-0.3,0.3,647336.1,647334.6,647335.35,4185809.6,4185811.1,4185810.35,3.0,2.5,2.75,1.0394,109750.0,-0.26617161716171617,0.32986798679867985,8.0
15,1.8027756377319946,736777.71875,736777.71875,736777.71875,5.0,2.5535900500422257,8255,0.3605551275463989,1521936916.0,1521936921.0,1521936918.5,-0.3,0.2,647334.6,647333.1,647333.85,4185811.1,4185812.1,4185811.6,2.5,5.0,3.75,1.1461,108931.0,-0.27908309455587393,0.3367717287488061,8.0
16,1.8027756377319946,736777.71875,736777.71875,736777.71875,5.0,2.1587989303424644,8255,0.3605551275463989,1521936921.0,1521936926.0,1521936923.5,-0.2,0.3,647333.1,647332.1,647332.6,4185812.1,4185813.6,4185812.85,5.0,5.0,5.0,1.1461,108931.0,-0.2844532279314888,0.3270092226613966,8.0
17,4.6097722286464435,736777.71875,736777.71875,736777.71875,10.0,2.279422598922567,8255,0.4609772228646444,1521936926.0,1521936936.0,1521936931.0,-0.3,0.35,647332.1,647329.1,647330.6,4185813.6,4185817.1,4185815.35,5.0,5.0,5.0,0.9906,107095.0,-0.27248006312170653,0.27836954377659423,8.0
18,5.315072906367325,736777.71875,736777.71875,736777.71875,10.0,2.4227626539681686,8255,0.5315072906367325,1521936936.0,1521936946.0,1521936941.0,-0.4,0.35,647329.1,647325.1,647327.1,4185817.1,4185820.6,4185818.85,5.0,5.0,5.0,1.0485,112537.0,-0.282351231562886,0.2651493133764441,8.0
19,2.9154759474226504,736777.71875,736777.71875,736777.71875,10.0,2.1112158270654806,8255,0.29154759474226505,1521936946.0,1521936956.0,1521936951.0,-0.15,0.25,647325.1,647323.6,647324.35,4185820.6,4185823.1,4185821.85,5.0,3.0,4.0,1.0912,107590.0,-0.2704708290685773,0.2696008188331627,8.0
20,10.63014581273465,736777.71875,736777.7194444444,736777.7190972222,31.0,2.4227626539681686,8255,0.3429079294430532,1521936956.0,1521936987.0,1521936971.5,-0.25806451612903225,0.22580645161290322,647323.6,647315.6,647319.6,4185823.1,4185830.1,4185826.6,3.0,5.0,4.0,1.0241,107356.0,-0.2498346022059622,0.2776954903180575,8.0
21,6.946221994724902,736777.7194444444,736777.7194444444,736777.7194444444,15.0,2.613518205163434,8255,0.4630814663149935,1521936987.0,1521937002.0,1521936994.5,-0.4,0.23333333333333334,647315.6,647309.6,647312.6,4185830.1,4185833.6,4185831.85,5.0,0.0,2.5,1.3838,7438.0,-0.23543695980244203,0.2775460739927745,8.0
22,7.615773105863909,736777.7194444444,736777.7201388889,736777.7197916666,20.0,1.9756881130799802,8255,0.38078865529319544,1521937002.0,1521937022.0,1521937012.0,-0.15,0.35,647309.6,647306.6,647308.1,4185833.6,4185840.6,4185837.1,0.0,5.0,2.5,1.6398,7436.0,-0.22699386503067484,0.2800849457291175,8.0
23,7.433034373659253,736777.7201388889,736777.7201388889,736777.7201388889,20.0,1.9138202672156,8255,0.37165171868296265,1521937022.0,1521937042.0,1521937032.0,-0.125,0.35,647306.6,647304.1,647305.35,4185840.6,4185847.6,4185844.1,5.0,5.0,5.0,1.9507,7433.0,-0.21869735464189774,0.2894527159313391,8.0
24,3.2015621187164243,736777.7201388889,736777.7201388889,736777.7201388889,10.0,2.4668517113662407,8255,0.32015621187164245,1521937042.0,1521937052.0,1521937047.0,-0.25,0.2,647304.1,647301.6,647302.85,4185847.6,4185849.6,4185848.6,5.0,5.0,5.0,1.8471,7432.0,-0.19105865522174534,0.3045779685264664,8.0
25,2.5,736777.7201388889,736777.7201388889,736777.7201388889,5.0,2.498091544796509,8255,0.5,1521937052.0,1521937057.0,1521937054.5,-0.4,0.3,647301.6,647299.6,647300.6,4185849.6,4185851.1,4185850.35,5.0,3.5,4.25,1.8471,7432.0,-0.18921658986175116,0.288110599078341,8.0
26,4.924428900898052,736777.7201388889,736777.7201388889,736777.7201388889,15.0,1.9890206563741257,8255,0.32829526005987014,1521937057.0,1521937072.0,1521937064.5,-0.13333333333333333,0.3,647299.6,647297.6,647298.6,4185851.1,4185855.6,4185853.35,3.5,1.5,2.5,1.6794,11642.0,-0.21639975403042536,0.2632542844156886,8.0
27,6.708203932499369,736777.7201388889,736777.7208333333,736777.7204861111,20.0,2.0344439357957027,8255,0.33541019662496846,1521937072.0,1521937092.0,1521937082.0,-0.15,0.3,647297.6,647294.6,647296.1,4185855.6,4185861.6,4185858.6,1.5,0.0,0.75,1.6886,11645.0,-0.21828936455044162,0.3755256609868603,8.0
28,10.307764064044152,736777.7208333333,736777.7208333333,736777.7208333333,30.0,2.459276098715045,8255,0.3435921354681384,1521937092.0,1521937122.0,1521937107.0,-0.26666666666666666,0.21666666666666667,647294.6,647286.6,647290.6,4185861.6,4185868.1,4185864.85,0.0,2.0,1.0,1.5057,11648.0,-0.2255818387534589,0.2985660061163,8.0
29,21.224985276791124,736777.7208333333,736777.7215277777,736777.7211805555,61.0,2.3228734943140976,8255,0.3479505783080512,1521937122.0,1521937183.0,1521937152.5,-0.23770491803278687,0.2540983606557377,647286.6,647272.1,647279.35,4185868.1,4185883.6,4185875.85,2.0,0.0,1.0,1.2741,11604.0,-0.23009501544028896,0.26443650223150805,8.0
30,46.69582422444217,736777.7215277777,736777.7222222222,736777.721875,55.0,1.7975951748487824,8255,0.8490149858989485,1521937183.0,1521937238.0,1521937210.5,-0.19090909090909092,0.8272727272727273,647272.1,647261.6,647266.85,4185883.6,4185929.1,4185906.35,0.0,2.0,1.0,0.3261,69446.0,-0.2351324500910073,0.24179302543128767,8.0
31,33.04920573932148,736777.7222222222,736777.7229166667,736777.7225694444,31.0,-1.878193799917718,8255,1.0661034109458543,1521937238.0,1521937269.0,1521937253.5,-0.3225806451612903,-1.0161290322580645,647261.6,647251.6,647256.6,4185929.1,4185897.6,4185913.35,2.0,2.0,2.0,0.9327,87030.0,-0.23591702417044216,0.22152794697738395,8.0
32,1.8027756377319946,736777.7229166667,736777.7229166667,736777.7229166667,5.0,2.5535900500422257,8255,0.3605551275463989,1521937269.0,1521937274.0,1521937271.5,-0.3,0.2,647251.6,647250.1,647250.85,4185897.6,4185898.6,4185898.1,2.0,5.0,3.5,0.759,88587.0,-0.2316737690814877,0.193465778364644,8.0
33,1.5811388300841898,736777.7229166667,736777.7229166667,736777.7229166667,5.0,1.892546881191539,8255,0.31622776601683794,1521937274.0,1521937279.0,1521937276.5,-0.1,0.3,647250.1,647249.6,647249.85,4185898.6,4185900.1,4185899.35,5.0,3.5,4.25,0.7468,88583.0,-0.2295796558168678,0.10505903831819115,8.0
34,2.0615528128088303,736777.7229166667,736777.7229166667,736777.7229166667,5.0,1.3258176636680326,8255,0.41231056256176607,1521937279.0,1521937284.0,1521937281.5,0.1,0.4,647249.6,647250.1,647249.85,4185900.1,4185902.1,4185901.1,3.5,0.0,1.75,0.7468,88583.0,-0.22989508582895282,-0.05817174515235457,8.0
35,2.1213203435596424,736777.7229166667,736777.7229166667,736777.7229166667,5.0,2.356194490192345,8255,0.42426406871192845,1521937284.0,1521937289.0,1521937286.5,-0.3,0.3,647250.1,647248.6,647249.35,4185902.1,4185903.6,4185902.85,0.0,0.0,0.0,0.7468,88583.0,-0.21119157340355496,0.27235023041474654,8.0
36,10.259142264341596,736777.7229166667,736777.7229166667,736777.7229166667,30.0,2.321725389192837,8255,0.34197140881138655,1521937289.0,1521937319.0,1521937304.0,-0.23333333333333334,0.25,647248.6,647241.6,647245.1,4185903.6,4185911.1,4185907.35,0.0,0.5,0.25,1.4326,88573.0,-0.21490825688073395,0.2690366972477064,8.0
37,3.2015621187164243,736777.7229166667,736777.723611111,736777.7232638889,10.0,2.2455372690184494,8255,0.32015621187164245,1521937319.0,1521937329.0,1521937324.0,-0.2,0.25,647241.6,647239.6,647240.6,4185911.1,4185913.6,4185912.35,0.5,5.0,2.75,5.2426,69451.0,-0.22546901648664014,0.26191017623649804,8.0
38,2.8284271247461903,736777.723611111,736777.723611111,736777.723611111,5.0,2.356194490192345,8255,0.565685424949238,1521937329.0,1521937334.0,1521937331.5,-0.4,0.4,647239.6,647237.6,647238.6,4185913.6,4185915.6,4185914.6,5.0,0.5,2.75,5.2426,69451.0,-0.23158567774936062,0.25,8.0
39,2.5,736777.723611111,736777.723611111,736777.723611111,10.0,2.214297435588181,8255,0.25,1521937334.0,1521937344.0,1521937339.0,-0.15,0.2,647237.6,647236.1,647236.85,4185915.6,4185917.6,4185916.6,0.5,5.0,2.75,7.2847,70807.0,-0.2270923209663503,0.23977566867989647,8.0
40,1.8027756377319946,736777.723611111,736777.723611111,736777.723611111,5.0,2.5535900500422257,8255,0.3605551275463989,1521937344.0,1521937349.0,1521937346.5,-0.3,0.2,647236.1,647234.6,647235.35,4185917.6,4185918.6,4185918.1,5.0,1.5,3.25,8.2601,69454.0,-0.2323529411764706,0.21176470588235294,8.0
41,0.7071067811865476,736777.723611111,736777.723611111,736777.723611111,5.0,2.356194490192345,8255,0.1414213562373095,1521937349.0,1521937354.0,1521937351.5,-0.1,0.1,647234.6,647234.1,647234.35,4185918.6,4185919.1,4185918.85,1.5,4.0,2.75,10.0889,69456.0,-0.22027027027027027,0.1804054054054054,8.0
42,1.8027756377319946,736777.723611111,736777.723611111,736777.723611111,5.0,2.5535900500422257,8255,0.3605551275463989,1521937354.0,1521937359.0,1521937356.5,-0.3,0.2,647234.1,647232.6,647233.35,4185919.1,4185920.1,4185919.6,4.0,4.5,4.25,10.0889,69456.0,-0.15060953235210175,0.16253516532800588,8.0
43,2.0615528128088303,736777.723611111,736777.723611111,736777.723611111,5.0,2.896613990462929,8255,0.41231056256176607,1521937359.0,1521937364.0,1521937361.5,-0.4,0.1,647232.6,647230.6,647231.6,4185920.1,4185920.6,4185920.35,4.5,3.0,3.75,10.0889,69456.0,-0.14028686462003018,0.1588764469048817,7.0
44,3.2015621187164243,736777.723611111,736777.723611111,736777.723611111,15.0,2.2455372690184494,8255,0.21343747458109494,1521937364.0,1521937379.0,1521937371.5,-0.13333333333333333,0.16666666666666666,647230.6,647228.6,647229.6,4185920.6,4185923.1,4185921.85,3.0,4.5,3.75,10.0889,69458.0,-0.1258692628650904,0.15869262865090403,6.0
45,3.5,736777.723611111,736777.7243055556,736777.7239583333,21.0,1.5707963267948966,8255,0.16666666666666666,1521937379.0,1521937400.0,1521937389.5,0.0,0.16666666666666666,647228.6,647228.6,647228.6,4185923.1,4185926.6,4185924.85,4.5,4.5,4.5,10.0889,69458.0,-0.11378713585232189,0.16166714738967408,5.0
0,3.605551275463989,736777.6347222222,736777.6347222222,736777.6347222222,5.0,2.1587989303424644,76b7,0.7211102550927978,1521929674.0,1521929679.0,1521929676.5,-0.4,0.6,647408.6,647406.6,647407.6,4185746.6,4185749.6,4185748.1,0.5,1.5,1.0,0.2408,109627.0,-0.26,0.53,5.0
1,2.1213203435596424,736777.6347222222,736777.6347222222,736777.6347222222,5.0,0.7853981633974483,76b7,0.42426406871192845,1521929679.0,1521929684.0,1521929681.5,0.3,0.3,647406.6,647408.1,647407.35,4185749.6,4185751.1,4185750.35,1.5,0.0,0.75,0.3109,110533.0,-0.20857142857142857,0.49428571428571433,6.0
2,5.315072906367325,736777.6347222222,736777.6347222222,736777.6347222222,5.0,2.289626326416521,76b7,1.063014581273465,1521929684.0,1521929689.0,1521929686.5,-0.7,0.8,647408.1,647404.6,647406.35,4185751.1,4185755.1,4185753.1,0.0,4.5,2.25,0.3109,110533.0,-0.27068345323741005,0.38561151079136696,7.0
3,2.5,736777.6347222222,736777.6347222222,736777.6347222222,5.0,2.214297435588181,76b7,0.5,1521929689.0,1521929694.0,1521929691.5,-0.3,0.4,647404.6,647403.1,647403.85,4185755.1,4185757.1,4185756.1,4.5,4.0,4.25,0.3139,109525.0,-0.3447674418604651,0.3186046511627907,8.0
4,1.8027756377319946,736777.6347222222,736777.6347222222,736777.6347222222,5.0,0.982793723247329,76b7,0.3605551275463989,1521929694.0,1521929699.0,1521929696.5,0.2,0.3,647403.1,647404.1,647403.6,4185757.1,4185758.6,4185757.85,4.0,5.0,4.5,-0.15,110747.0,-0.3885779554540263,0.26950314106225015,8.0
5,14.159802258506296,736777.6347222222,736777.6354166666,736777.6350694444,30.0,2.4061528859142878,76b7,0.47199340861687655,1521929699.0,1521929729.0,1521929714.0,-0.35,0.31666666666666665,647404.1,647393.6,647398.85,4185758.6,4185768.1,4185763.35,5.0,1.5,3.25,0.1372,122990.0,-0.44485294117647056,0.24485294117647058,8.0
6,10.51189802081432,736777.6354166666,736777.6354166666,736777.6354166666,15.0,3.0940095503128098,76b7,0.7007932013876214,1521929729.0,1521929744.0,1521929736.5,-0.7,0.03333333333333333,647393.6,647383.1,647388.35,4185768.1,4185768.6,4185768.35,1.5,4.0,2.75,1.0516,109816.0,-0.4685838779956427,0.22161220043572985,8.0
7,3.5355339059327378,736777.6354166666,736777.6354166666,736777.6354166666,5.0,-2.999695598985629,76b7,0.7071067811865476,1521929744.0,1521929749.0,1521929746.5,-0.7,-0.1,647383.1,647379.6,647381.35,4185768.6,4185768.1,4185768.35,4.0,0.0,2.0,1.7892,108708.0,-0.5037950664136622,0.21309297912713474,8.0
8,10.51189802081432,736777.6354166666,736777.6361111111,736777.635763889,15.0,2.6992184306130484,76b7,0.7007932013876214,1521929749.0,1521929764.0,1521929756.5,-0.6333333333333333,0.3,647379.6,647370.1,647374.85,4185768.1,4185772.6,4185770.35,0.0,5.0,2.5,1.8136,112668.0,-0.5569040247678019,0.20229102167182664,8.0
9,2.692582403567252,736777.6361111111,736777.6361111111,736777.6361111111,5.0,2.761086276477428,76b7,0.5385164807134504,1521929764.0,1521929769.0,1521929766.5,-0.5,0.2,647370.1,647367.6,647368.85,4185772.6,4185773.6,4185773.1,5.0,5.0,5.0,1.8593,110493.0,-0.6350837988826815,0.18916201117318435,8.0
10,3.3541019662496847,736777.6361111111,736777.6361111111,736777.6361111111,5.0,2.677945044588987,76b7,0.6708203932499369,1521929769.0,1521929774.0,1521929771.5,-0.6,0.3,647367.6,647364.6,647366.1,4185773.6,4185775.1,4185774.35,5.0,2.0,3.5,1.7252,112143.0,-0.6217142857142857,0.2402857142857143,8.0
11,3.5355339059327378,736777.6361111111,736777.6361111111,736777.6361111111,5.0,2.999695598985629,76b7,0.7071067811865476,1521929774.0,1521929779.0,1521929776.5,-0.7,0.1,647364.6,647361.1,647362.85,4185775.1,4185775.6,4185775.35,2.0,0.0,1.0,1.7252,112143.0,-0.6256821829855538,0.2736757624398074,8.0
12,6.708203932499369,736777.6361111111,736777.6361111111,736777.6361111111,10.0,2.677945044588987,76b7,0.6708203932499369,1521929779.0,1521929789.0,1521929784.0,-0.6,0.3,647361.1,647355.1,647358.1,4185775.6,4185778.6,4185777.1,0.0,5.0,2.5,1.6063,109070.0,-0.6216666666666667,0.2733333333333333,8.0
13,3.8078865529319543,736777.6361111111,736777.6361111111,736777.6361111111,5.0,2.7367008673047097,76b7,0.7615773105863909,1521929789.0,1521929794.0,1521929791.5,-0.7,0.3,647355.1,647351.6,647353.35,4185778.6,4185780.1,4185779.35,5.0,5.0,5.0,1.6063,109067.0,-0.5938428874734607,0.28174097664543524,8.0
14,4.301162633521313,736777.6361111111,736777.6361111111,736777.6361111111,5.0,2.5213431676069717,76b7,0.8602325267042626,1521929794.0,1521929799.0,1521929796.5,-0.7,0.5,647351.6,647348.1,647349.85,4185780.1,4185782.6,4185781.35,5.0,5.0,5.0,1.5331,109062.0,-0.5225225225225225,0.29414414414414414,8.0
15,2.0615528128088303,736777.6361111111,736777.6361111111,736777.6361111111,5.0,2.896613990462929,76b7,0.41231056256176607,1521929799.0,1521929804.0,1521929801.5,-0.4,0.1,647348.1,647346.1,647347.1,4185782.6,4185783.1,4185782.85,5.0,0.0,2.5,1.7008,108770.0,-0.45012531328320804,0.2964912280701754,8.0
16,1.8027756377319946,736777.6361111111,736777.6361111111,736777.6361111111,5.0,2.1587989303424644,76b7,0.3605551275463989,1521929804.0,1521929809.0,1521929806.5,-0.2,0.3,647346.1,647345.1,647345.6,4185783.1,4185784.6,4185783.85,0.0,4.5,2.25,1.7008,108770.0,-0.35595238095238096,0.27380952380952384,8.0
17,2.0,736777.6361111111,736777.6361111111,736777.6361111111,5.0,1.5707963267948966,76b7,0.4,1521929809.0,1521929814.0,1521929811.5,0.0,0.4,647345.1,647345.1,647345.1,4185784.6,4185786.6,4185785.6,4.5,0.0,2.25,1.7008,108770.0,-0.2857142857142857,0.2488095238095238,8.0
18,2.5495097567963922,736777.6361111111,736777.6361111111,736777.6361111111,5.0,2.9441970937399127,76b7,0.5099019513592784,1521929814.0,1521929819.0,1521929816.5,-0.5,0.1,647345.1,647342.6,647343.85,4185786.6,4185787.1,4185786.85,0.0,4.5,2.25,1.5667,118014.0,-0.25162907268170426,0.21979949874686716,8.0
19,1.4142135623730951,736777.6361111111,736777.6368055556,736777.6364583333,5.0,2.356194490192345,76b7,0.282842712474619,1521929819.0,1521929824.0,1521929821.5,-0.2,0.2,647342.6,647341.6,647342.1,4185787.1,4185788.1,4185787.6,4.5,5.0,4.75,1.5667,118014.0,-0.25585585585585585,0.2153153153153153,8.0
20,1.4142135623730951,736777.6368055556,736777.6368055556,736777.6368055556,5.0,2.356194490192345,76b7,0.282842712474619,1521929824.0,1521929829.0,1521929826.5,-0.2,0.2,647341.6,647340.6,647341.1,4185788.1,4185789.1,4185788.6,5.0,5.0,5.0,1.5667,118014.0,-0.2794055201698514,0.20169851380042464,8.0
21,3.605551275463989,736777.6368055556,736777.6368055556,736777.6368055556,10.0,2.5535900500422257,76b7,0.3605551275463989,1521929829.0,1521929839.0,1521929834.0,-0.3,0.2,647340.6,647337.6,647339.1,4185789.1,4185791.1,4185790.1,5.0,5.0,5.0,1.6033,109432.0,-0.2916666666666667,0.2,8.0
22,1.8027756377319946,736777.6368055556,736777.6368055556,736777.6368055556,5.0,2.5535900500422257,76b7,0.3605551275463989,1521929839.0,1521929844.0,1521929841.5,-0.3,0.2,647337.6,647336.1,647336.85,4185791.1,4185792.1,4185791.6,5.0,5.0,5.0,1.6154,111965.0,-0.283864118895966,0.21146496815286625,8.0
23,2.23606797749979,736777.6368055556,736777.6368055556,736777.6368055556,5.0,2.677945044588987,76b7,0.447213595499958,1521929844.0,1521929849.0,1521929846.5,-0.4,0.2,647336.1,647334.1,647335.1,4185792.1,4185793.1,4185792.6,5.0,5.0,5.0,1.6154,111965.0,-0.26666666666666666,0.24864864864864866,8.0
24,1.8027756377319946,736777.6368055556,736777.6368055556,736777.6368055556,5.0,2.1587989303424644,76b7,0.3605551275463989,1521929849.0,1521929854.0,1521929851.5,-0.2,0.3,647334.1,647333.1,647333.6,4185793.1,4185794.6,4185793.85,5.0,5.0,5.0,1.6154,111965.0,-0.23458646616541354,0.2942355889724311,8.0
25,1.8027756377319946,736777.6368055556,736777.6368055556,736777.6368055556,5.0,2.5535900500422257,76b7,0.3605551275463989,1521929854.0,1521929859.0,1521929856.5,-0.3,0.2,647333.1,647331.6,647332.35,4185794.6,4185795.6,4185795.1,5.0,5.0,5.0,1.6612,108764.0,-0.17976190476190476,0.3607142857142857,8.0
26,3.5355339059327378,736777.6368055556,736777.6368055556,736777.6368055556,5.0,1.4288992721907328,76b7,0.7071067811865476,1521929859.0,1521929864.0,1521929861.5,0.1,0.7,647331.6,647332.1,647331.85,4185795.6,4185799.1,4185797.35,5.0,5.0,5.0,1.649,108896.0,-0.14523809523809525,0.42142857142857143,8.0
27,2.0615528128088303,736777.6368055556,736777.6368055556,736777.6368055556,5.0,1.8157749899217608,76b7,0.41231056256176607,1521929864.0,1521929869.0,1521929866.5,-0.1,0.4,647332.1,647331.6,647331.85,4185799.1,4185801.1,4185800.1,5.0,4.5,4.75,1.649,108896.0,-0.13214285714285715,0.4797619047619048,8.0
28,2.5495097567963922,736777.6368055556,736777.6368055556,736777.6368055556,5.0,1.7681918866447774,76b7,0.5099019513592784,1521929869.0,1521929874.0,1521929871.5,-0.1,0.5,647331.6,647331.1,647331.35,4185801.1,4185803.6,4185802.35,4.5,5.0,4.75,1.6734,108949.0,-0.14285714285714285,0.5345238095238095,8.0
29,3.1622776601683795,736777.6368055556,736777.6368055556,736777.6368055556,5.0,1.892546881191539,76b7,0.6324555320336759,1521929874.0,1521929879.0,1521929876.5,-0.2,0.6,647331.1,647330.1,647330.6,4185803.6,4185806.6,4185805.1,5.0,4.5,4.75,1.6246,108928.0,-0.1773809523809524,0.5761904761904761,8.0
30,3.3541019662496847,736777.6368055556,736777.6375,736777.6371527778,5.0,2.0344439357957027,76b7,0.6708203932499369,1521929879.0,1521929884.0,1521929881.5,-0.3,0.6,647330.1,647328.6,647329.35,4185806.6,4185809.6,4185808.1,4.5,0.0,2.25,1.585,108944.0,-0.24166666666666667,0.5952380952380952,8.0
31,3.640054944640259,736777.6375,736777.6375,736777.6375,5.0,1.849095985800008,76b7,0.7280109889280518,1521929884.0,1521929889.0,1521929886.5,-0.2,0.7,647328.6,647327.6,647328.1,4185809.6,4185813.1,4185811.35,0.0,5.0,2.5,1.2283,108937.0,-0.33277310924369746,0.6390756302521008,8.0
32,3.605551275463989,736777.6375,736777.6375,736777.6375,5.0,2.1587989303424644,76b7,0.7211102550927978,1521929889.0,1521929894.0,1521929891.5,-0.4,0.6,647327.6,647325.6,647326.6,4185813.1,4185816.1,4185814.6,5.0,1.0,3.0,1.2283,108937.0,-0.38481675392670156,0.643979057591623,8.0
33,4.031128874149275,736777.6375,736777.6375,736777.6375,5.0,2.0899424410414196,76b7,0.8062257748298549,1521929894.0,1521929899.0,1521929896.5,-0.4,0.7,647325.6,647323.6,647324.6,4185816.1,4185819.6,4185817.85,1.0,4.5,2.75,1.1308,107093.0,-0.40481171548117156,0.6357740585774059,8.0
34,12.206555615733702,736777.6375,736777.6375,736777.6375,15.0,2.1815222911841055,76b7,0.8137703743822468,1521929899.0,1521929914.0,1521929906.5,-0.4666666666666667,0.6666666666666666,647323.6,647316.6,647320.1,4185819.6,4185829.6,4185824.6,4.5,5.0,4.75,1.0241,107356.0,-0.40608365019011405,0.6328897338403042,8.0
35,10.816653826391969,736777.6375,736777.6375,736777.6375,15.0,2.1587989303424644,76b7,0.7211102550927979,1521929914.0,1521929929.0,1521929921.5,-0.4,0.6,647316.6,647310.6,647313.6,4185829.6,4185838.6,4185834.1,5.0,2.0,3.5,1.3838,7438.0,-0.4032319391634981,0.6311787072243346,8.0
36,3.2015621187164243,736777.6375,736777.6375,736777.6375,5.0,2.2455372690184494,76b7,0.6403124237432849,1521929929.0,1521929934.0,1521929931.5,-0.4,0.5,647310.6,647308.6,647309.6,4185838.6,4185841.1,4185839.85,2.0,4.5,3.25,1.9507,7410.0,-0.39701636188642925,0.6375360923965351,8.0
