index,dist,dn1,dn2,dnm,dt,head,id,speed,t1,t2,tm,u,v,x1,x2,xm,y1,y2,ym,z1,z2,zm,depth,i,us,vs,nsmooth,time,model_u,model_u_surf,model_v,model_v_surf,model_vor,model_vor_surf,model_z_bed,model_z_eta
0,19.039432764659768,736777.7166666667,736777.7173611111,736777.7170138889,45.0,1.8094056493030977,8255,0.42309850588132825,1521936740.0,1521936785.0,1521936762.5,-0.1,0.4111111111111111,647375.6,647371.1,647373.35,4185754.6,4185773.1,4185763.85,0.5,4.0,2.25,2.0025,109260.0,-0.15907990314769976,0.3519370460048426,5.0,2018-03-25 00:12:30.000000,-0.31523069725397695,-0.3686890512082811,0.3340288817485216,0.39408489906866606,-0.001283475509840773,-0.003722924567238217,-5.790025,-1.8850578688155948
1,6.264982043070834,736777.7173611111,736777.7173611111,736777.7173611111,15.0,2.070143048475027,8255,0.4176654695380556,1521936785.0,1521936800.0,1521936792.5,-0.2,0.36666666666666653,647371.1,647368.1,647369.6,4185773.1,4185778.6,4185775.85,4.0,3.0,3.5,1.7587,113967.0,-0.18375,0.3503124999999999,6.0,2018-03-25 00:13:00.000000,-0.3087930334561377,-0.34338300469071076,0.3217607987470775,0.36455975499966947,-0.004802067501682175,-0.005982723244472174,-5.790025,-1.8846279805830355
2,5.0,736777.7173611111,736777.7173611111,736777.7173611111,15.0,2.4980915447965093,8255,0.3333333333333333,1521936800.0,1521936815.0,1521936807.5,-0.26666666666666666,0.2,647368.1,647364.1,647366.1,4185778.6,4185781.6,4185780.1,3.0,4.5,3.75,1.7038,115649.0,-0.19340314136125644,0.3362827225130889,7.0,2018-03-25 00:13:00.000000,-0.3097117053925029,-0.3422472228655428,0.3258679620215925,0.3652617043961199,-0.0056190995335060195,-0.006800034653265369,-5.716652505866415,-1.8848793133238182
3,1.5811388300841898,736777.7173611111,736777.7173611111,736777.7173611111,5.0,2.8198420991931514,8255,0.31622776601683794,1521936815.0,1521936820.0,1521936817.5,-0.3,0.1,647364.1,647362.6,647363.35,4185781.6,4185782.1,4185781.85,4.5,5.0,4.75,1.4509,109161.0,-0.19240649792217604,0.317000377786173,8.0,2018-03-25 00:13:00.000000,-0.31194541051117475,-0.344510592858404,0.3312101922693157,0.3693003538474492,-0.0058355669414443395,-0.006906010019686104,-5.635336439442071,-1.885015200175776
4,6.726812023536855,736777.7173611111,736777.7173611111,736777.7173611111,10.0,2.3036114285814038,8255,0.6726812023536854,1521936820.0,1521936830.0,1521936825.0,-0.45,0.5,647362.6,647358.1,647360.35,4185782.1,4185787.1,4185784.6,5.0,0.5,2.75,1.2192,108776.0,-0.2571676802780191,0.2506516072980017,8.0,2018-03-25 00:13:00.000000,-0.3115597784103747,-0.3438974674468983,0.33512327135195735,0.37138860637294013,-0.005418998200089883,-0.0064611948370590505,-5.516263570788643,-1.8851982507629306
5,1.4142135623730951,736777.7173611111,736777.7180555556,736777.7177083334,10.0,2.3561944901923453,8255,0.1414213562373095,1521936830.0,1521936840.0,1521936835.0,-0.1,0.1,647358.1,647357.1,647357.6,4185787.1,4185788.1,4185787.6,0.5,4.5,2.5,1.2283,109121.0,-0.2769853508095605,0.2376638396299152,8.0,2018-03-25 00:13:30.000000,-0.31551107166965614,-0.3468318332717606,0.3374991839511968,0.37234887150255996,-0.004651252802409495,-0.005780828945250713,-5.51431,-1.8854291624261572
6,1.118033988749895,736777.7180555556,736777.7180555556,736777.7180555556,5.0,-1.1071487177940904,8255,0.22360679774997896,1521936840.0,1521936845.0,1521936842.5,0.1,-0.2,647357.1,647357.6,647357.35,4185788.1,4185787.1,4185787.6,4.5,5.0,4.75,1.2283,109121.0,-0.28913591565436625,0.25022920009168004,8.0,2018-03-25 00:14:00.000000,-0.31653372377186334,-0.3478050600472037,0.33804178608559043,0.372981714938185,-0.004199608975817823,-0.005690984223288981,-5.51431,-1.885443869712753
7,4.949747468305833,736777.7180555556,736777.7180555556,736777.7180555556,5.0,2.3561944901923453,8255,0.9899494936611666,1521936845.0,1521936850.0,1521936847.5,-0.7,0.7,647357.6,647354.1,647355.85,4185787.1,4185790.6,4185788.85,5.0,2.5,3.75,1.2283,109121.0,-0.3019666269368296,0.2558998808104887,8.0,2018-03-25 00:14:00.000000,-0.3199210817414142,-0.3506216134036234,0.33924888974220535,0.37398945389268556,-0.0033336821876568112,-0.005240008356133766,-5.51431,-1.8855733880403691
8,2.9154759474226504,736777.7180555556,736777.7180555556,736777.7180555556,6.0,2.601173153319209,8255,0.4859126579037751,1521936850.0,1521936856.0,1521936853.0,-0.4166666666666667,0.25,647354.1,647351.6,647352.85,4185790.6,4185792.1,4185791.35,2.5,5.0,3.75,1.2344,108772.0,-0.3143336127409891,0.24364347583123774,8.0,2018-03-25 00:14:00.000000,-0.32673963377264736,-0.3557435117596761,0.33973561337663544,0.37413608419731736,-0.003847402405852837,-0.0055661389127777405,-5.51431,-1.8857926861736918
9,3.9051248379533265,736777.7180555556,736777.7180555556,736777.7180555556,10.0,2.4468543773930898,8255,0.3905124837953327,1521936856.0,1521936866.0,1521936861.0,-0.3,0.25,647351.6,647348.6,647350.1,4185792.1,4185794.6,4185793.35,5.0,3.0,4.0,1.1826,108882.0,-0.32384946724098845,0.2826796644751757,8.0,2018-03-25 00:14:00.000000,-0.33121882498698063,-0.35871362668997675,0.337808412356281,0.37149063231563634,-0.003109937271324123,-0.004639709953926041,-5.51431,-1.8858751342282165
10,2.5,736777.7180555556,736777.7180555556,736777.7180555556,5.0,2.4980915447965093,8255,0.5,1521936866.0,1521936871.0,1521936868.5,-0.4,0.3,647348.6,647346.6,647347.6,4185794.6,4185796.1,4185795.35,3.0,1.0,2.0,1.1826,108882.0,-0.309346035015448,0.3125643666323378,8.0,2018-03-25 00:14:00.000000,-0.33660415029349117,-0.36342428192737214,0.33965616742499327,0.3730720682771398,-0.004079807353011347,-0.005379871822729504,-5.51431,-1.8860502346855068
11,1.8027756377319943,736777.7180555556,736777.7180555556,736777.7180555556,5.0,2.5535900500422257,8255,0.3605551275463989,1521936871.0,1521936876.0,1521936873.5,-0.3,0.2,647346.6,647345.1,647345.85,4185796.1,4185797.1,4185796.6,1.0,5.0,3.0,1.1613,108884.0,-0.28630873987726624,0.3119062964104576,8.0,2018-03-25 00:14:00.000000,-0.34137339892720925,-0.36812262526116973,0.3431409121174308,0.37659167252747067,-0.003943560538849769,-0.005122826891214641,-5.51431,-1.8862105175846628
12,9.924716620639604,736777.7180555556,736777.71875,736777.7184027778,25.0,2.2848870254070546,8255,0.39698866482558415,1521936876.0,1521936901.0,1521936888.5,-0.26,0.3,647345.1,647338.6,647341.85,4185797.1,4185804.6,4185800.85,5.0,2.0,3.5,0.8687,108886.0,-0.2775766016713092,0.3193593314763231,8.0,2018-03-25 00:14:30.000000,-0.3410301053312519,-0.3689563729109623,0.35271018699903456,0.3840042324666208,-0.0033567066243120197,-0.005162586344930914,-5.402392274685448,-1.886906368169634
