index,dist,dn1,dn2,dnm,dt,head,id,speed,t1,t2,tm,u,v,x1,x2,xm,y1,y2,ym,depth,i,us,vs,nsmooth
10,3.905124837953327,736777.7180555556,736777.7180555556,736777.7180555556,10.0,2.44685437739309,8255,0.3905124837953327,1521936856.0,1521936866.0,1521936861.0,-0.3,0.25,647351.6,647348.6,647350.1,4185792.1,4185794.6,4185793.35,1.1826,108882.0,-0.3071353065539112,0.30422832980972514,8.0
11,2.5,736777.7180555556,736777.7180555556,736777.7180555556,5.0,2.498091544796509,8255,0.5,1521936866.0,1521936871.0,1521936868.5,-0.4,0.3,647348.6,647346.6,647347.6,4185794.6,4185796.1,4185795.35,1.1826,108882.0,-0.3030870806566738,0.31852248394004284,8.0
12,11.672617529928752,736777.7180555556,736777.71875,736777.7184027778,30.0,2.32590073027357,8255,0.3890872509976251,1521936871.0,1521936901.0,1521936886.0,-0.26666666666666666,0.2833333333333333,647346.6,647338.6,647342.6,4185796.1,4185804.6,4185800.35,0.8687,108886.0,-0.2865464273386262,0.3110113910942354,8.0
13,5.5901699437494745,736777.71875,736777.71875,736777.71875,10.0,2.0344439357957027,8255,0.5590169943749475,1521936901.0,1521936911.0,1521936906.0,-0.25,0.5,647338.6,647336.1,647337.35,4185804.6,4185809.6,4185807.1,1.0394,109750.0,-0.27735849056603773,0.3160377358490566,8.0
14,2.1213203435596424,736777.71875,736777.71875,736777.71875,5.0,2.356194490192345,8255,0.42426406871192845,1521936911.0,1521936916.0,1521936913.5,-0.3,0.3,647336.1,647334.6,647335.35,4185809.6,4185811.1,4185810.35,1.0394,109750.0,-0.2733333333333333,0.3233333333333333,8.0
15,1.8027756377319946,736777.71875,736777.71875,736777.71875,5.0,2.5535900500422257,8255,0.3605551275463989,1521936916.0,1521936921.0,1521936918.5,-0.3,0.2,647334.6,647333.1,647333.85,4185811.1,4185812.1,4185811.6,1.1461,108931.0,-0.2797297297297297,0.32837837837837835,8.0
16,1.8027756377319946,736777.71875,736777.71875,736777.71875,5.0,2.1587989303424644,8255,0.3605551275463989,1521936921.0,1521936926.0,1521936923.5,-0.2,0.3,647333.1,647332.1,647332.6,4185812.1,4185813.6,4185812.85,1.1461,108931.0,-0.2844532279314888,0.3270092226613966,8.0
17,4.6097722286464435,736777.71875,736777.71875,736777.71875,10.0,2.279422598922567,8255,0.4609772228646444,1521936926.0,1521936936.0,1521936931.0,-0.3,0.35,647332.1,647329.1,647330.6,4185813.6,4185817.1,4185815.35,0.9906,107095.0,-0.27248006312170653,0.27836954377659423,8.0
18,5.315072906367325,736777.71875,736777.71875,736777.71875,10.0,2.4227626539681686,8255,0.5315072906367325,1521936936.0,1521936946.0,1521936941.0,-0.4,0.35,647329.1,647325.1,647327.1,4185817.1,4185820.6,4185818.85,1.0485,112537.0,-0.282351231562886,0.2651493133764441,8.0
19,2.9154759474226504,736777.71875,736777.71875,736777.71875,10.0,2.1112158270654806,8255,0.29154759474226505,1521936946.0,1521936956.0,1521936951.0,-0.15,0.25,647325.1,647323.6,647324.35,4185820.6,4185823.1,4185821.85,1.0912,107590.0,-0.2704708290685773,0.2696008188331627,8.0
20,10.63014581273465,736777.71875,736777.7194444444,736777.7190972222,31.0,2.4227626539681686,8255,0.3429079294430532,1521936956.0,1521936987.0,1521936971.5,-0.25806451612903225,0.22580645161290322,647323.6,647315.6,647319.6,4185823.1,4185830.1,4185826.6,1.0241,107356.0,-0.2498346022059622,0.2776954903180575,8.0
21,6.946221994724902,736777.7194444444,736777.7194444444,736777.7194444444,15.0,2.613518205163434,8255,0.4630814663149935,1521936987.0,1521937002.0,1521936994.5,-0.4,0.23333333333333334,647315.6,647309.6,647312.6,4185830.1,4185833.6,4185831.85,1.3838,7438.0,-0.23543695980244203,0.2775460739927745,8.0
22,7.615773105863909,736777.7194444444,736777.7201388889,736777.7197916666,20.0,1.9756881130799802,8255,0.38078865529319544,1521937002.0,1521937022.0,1521937012.0,-0.15,0.35,647309.6,647306.6,647308.1,4185833.6,4185840.6,4185837.1,1.6398,7436.0,-0.22699386503067484,0.2800849457291175,8.0
23,7.433034373659253,736777.7201388889,736777.7201388889,736777.7201388889,20.0,1.9138202672156,8255,0.37165171868296265,1521937022.0,1521937042.0,1521937032.0,-0.125,0.35,647306.6,647304.1,647305.35,4185840.6,4185847.6,4185844.1,1.9507,7433.0,-0.21869735464189774,0.2894527159313391,8.0
24,3.2015621187164243,736777.7201388889,736777.7201388889,736777.7201388889,10.0,2.4668517113662407,8255,0.32015621187164245,1521937042.0,1521937052.0,1521937047.0,-0.25,0.2,647304.1,647301.6,647302.85,4185847.6,4185849.6,4185848.6,1.8471,7432.0,-0.19105865522174534,0.3045779685264664,8.0
25,2.5,736777.7201388889,736777.7201388889,736777.7201388889,5.0,2.498091544796509,8255,0.5,1521937052.0,1521937057.0,1521937054.5,-0.4,0.3,647301.6,647299.6,647300.6,4185849.6,4185851.1,4185850.35,1.8471,7432.0,-0.18921658986175116,0.288110599078341,8.0
26,4.924428900898052,736777.7201388889,736777.7201388889,736777.7201388889,15.0,1.9890206563741257,8255,0.32829526005987014,1521937057.0,1521937072.0,1521937064.5,-0.13333333333333333,0.3,647299.6,647297.6,647298.6,4185851.1,4185855.6,4185853.35,1.6794,11642.0,-0.21639975403042536,0.2632542844156886,8.0
27,6.708203932499369,736777.7201388889,736777.7208333333,736777.7204861111,20.0,2.0344439357957027,8255,0.33541019662496846,1521937072.0,1521937092.0,1521937082.0,-0.15,0.3,647297.6,647294.6,647296.1,4185855.6,4185861.6,4185858.6,1.6886,11645.0,-0.21828936455044162,0.3755256609868603,8.0
28,10.307764064044152,736777.7208333333,736777.7208333333,736777.7208333333,30.0,2.459276098715045,8255,0.3435921354681384,1521937092.0,1521937122.0,1521937107.0,-0.26666666666666666,0.21666666666666667,647294.6,647286.6,647290.6,4185861.6,4185868.1,4185864.85,1.5057,11648.0,-0.2255818387534589,0.2985660061163,8.0
29,21.224985276791124,736777.7208333333,736777.7215277777,736777.7211805555,61.0,2.3228734943140976,8255,0.3479505783080512,1521937122.0,1521937183.0,1521937152.5,-0.23770491803278687,0.2540983606557377,647286.6,647272.1,647279.35,4185868.1,4185883.6,4185875.85,1.2741,11604.0,-0.23009501544028896,0.26443650223150805,8.0
30,46.69582422444217,736777.7215277777,736777.7222222222,736777.721875,55.0,1.7975951748487824,8255,0.8490149858989485,1521937183.0,1521937238.0,1521937210.5,-0.19090909090909092,0.8272727272727273,647272.1,647261.6,647266.85,4185883.6,4185929.1,4185906.35,0.3261,69446.0,-0.2351324500910073,0.24179302543128767,8.0
31,33.04920573932148,736777.7222222222,736777.7229166667,736777.7225694444,31.0,-1.878193799917718,8255,1.0661034109458543,1521937238.0,1521937269.0,1521937253.5,-0.3225806451612903,-1.0161290322580645,647261.6,647251.6,647256.6,4185929.1,4185897.6,4185913.35,0.9327,87030.0,-0.23591702417044216,0.22152794697738395,8.0
32,1.8027756377319946,736777.7229166667,736777.7229166667,736777.7229166667,5.0,2.5535900500422257,8255,0.3605551275463989,1521937269.0,1521937274.0,1521937271.5,-0.3,0.2,647251.6,647250.1,647250.85,4185897.6,4185898.6,4185898.1,0.759,88587.0,-0.2332016563357382,0.20129115435423237,7.0
33,1.5811388300841898,736777.7229166667,736777.7229166667,736777.7229166667,5.0,1.892546881191539,8255,0.31622776601683794,1521937274.0,1521937279.0,1521937276.5,-0.1,0.3,647250.1,647249.6,647249.85,4185898.6,4185900.1,4185899.35,0.7468,88583.0,-0.2354778053858035,0.09331139614532268,6.0
34,2.0615528128088303,736777.7229166667,736777.7229166667,736777.7229166667,5.0,1.3258176636680326,8255,0.41231056256176607,1521937279.0,1521937284.0,1521937281.5,0.1,0.4,647249.6,647250.1,647249.85,4185900.1,4185902.1,4185901.1,0.7468,88583.0,-0.2738785474519378,-0.6645559963381144,5.0
0,20.0,736771.9569444444,736771.9597222222,736771.9583333333,233.0,2.214297435588181,7dd5,0.08583690987124463,1521439108.0,1521439341.0,1521439224.5,-0.05150214592274678,0.06866952789699571,647375.1,647363.1,647369.1,4185745.1,4185761.1,4185753.1,1.7069,108721.0,-0.14174630911486424,0.139340118697433,5.0
1,6.324555320336759,736771.9597222222,736771.9597222222,736771.9597222222,15.0,1.8925468811915387,7dd5,0.42163702135578396,1521439341.0,1521439356.0,1521439348.5,-0.13333333333333333,0.4,647363.1,647361.1,647362.1,4185761.1,4185767.1,4185764.1,1.6703,108717.0,-0.16993971147995998,0.1694655490579605,6.0
2,19.72308292331602,736771.9597222222,736771.9604166667,736771.9600694445,41.0,2.609868586330988,7dd5,0.4810508030077078,1521439356.0,1521439397.0,1521439376.5,-0.4146341463414634,0.24390243902439024,647361.1,647344.1,647352.6,4185767.1,4185777.1,4185772.1,1.6124,112812.0,-0.18163111747362132,0.17943911717504543,7.0
3,45.64263357870578,736771.9604166667,736771.9618055555,736771.9611111111,152.0,2.3949347878558243,7dd5,0.30028048407043273,1521439397.0,1521439549.0,1521439473.0,-0.22039473684210525,0.20394736842105263,647344.1,647310.6,647327.35,4185777.1,4185808.1,4185792.6,1.6673,108921.0,-0.19555825442308544,0.20526627069219627,8.0
4,30.923292192132454,736771.9618055555,736771.9631944444,736771.9624999999,81.0,2.2531128816696446,7dd5,0.38176903940904267,1521439549.0,1521439630.0,1521439589.5,-0.24074074074074073,0.2962962962962963,647310.6,647291.1,647300.85,4185808.1,4185832.1,4185820.1,1.2375,7444.0,-0.2403551082808222,0.25479864947918407,8.0
5,3.0413812651491097,736771.9631944444,736771.9631944444,736771.9631944444,5.0,2.976443976175166,7dd5,0.6082762530298219,1521439630.0,1521439635.0,1521439632.5,-0.6,0.1,647291.1,647288.1,647289.6,4185832.1,4185832.6,4185832.35,1.207,7460.0,-0.23592617582980563,0.25374768540584813,8.0
6,54.92950027080166,736771.9631944444,736771.9645833333,736771.963888889,137.0,2.1815222911841055,7dd5,0.40094525745110704,1521439635.0,1521439772.0,1521439703.5,-0.22992700729927007,0.3284671532846715,647288.1,647256.6,647272.35,4185832.6,4185877.6,4185855.1,0.8809,11628.0,-0.22687840140677407,0.258727660619513,7.0
7,5.5901699437494745,736771.9645833333,736771.9652777778,736771.9649305556,41.0,2.677945044588987,7dd5,0.13634560838413354,1521439772.0,1521439813.0,1521439792.5,-0.12195121951219512,0.06097560975609756,647256.6,647251.6,647254.1,4185877.6,4185880.1,4185878.85,1.2344,48535.0,-0.22592597881029214,0.2753162749521661,6.0
8,11.01135777277262,736771.9652777778,736771.9652777778,736771.9652777778,30.0,2.452668265374932,7dd5,0.36704525909242064,1521439813.0,1521439843.0,1521439828.0,-0.2833333333333333,0.23333333333333334,647251.6,647243.1,647247.35,4185880.1,4185887.1,4185883.6,1.1765,11715.0,-0.21936412723443752,0.26900831395406866,5.0
0,17.10263137648707,736778.6645833333,736778.6652777778,736778.6649305555,35.0,1.837048375945822,7b4b,0.48864661075677346,1522018676.0,1522018711.0,1522018693.5,-0.12857142857142856,0.4714285714285714,647392.1,647387.6,647389.85,4185722.1,4185738.6,4185730.35,1.716,117809.0,-0.24117424218705974,0.3551216946456861,5.0
1,55.13846207503434,736778.6652777778,736778.6666666666,736778.6659722222,117.0,2.1034399340244136,7b4b,0.4712689066242251,1522018711.0,1522018828.0,1522018769.5,-0.23931623931623933,0.405982905982906,647387.6,647359.6,647373.6,4185738.6,4185786.1,4185762.35,2.0025,109260.0,-0.24238298153834278,0.34686581809562134,6.0
2,37.20551034457127,736778.6666666666,736778.6680555556,736778.6673611111,101.0,2.289626326416521,7b4b,0.36837138955021065,1522018828.0,1522018929.0,1522018878.5,-0.24257425742574257,0.27722772277227725,647359.6,647335.1,647347.35,4185786.1,4185814.1,4185800.1,1.1796,108961.0,-0.24178339969932147,0.3415088781439194,7.0
3,14.916433890176299,736778.6680555556,736778.6680555556,736778.6680555556,30.0,2.451146196535101,7b4b,0.49721446300587663,1522018929.0,1522018959.0,1522018944.0,-0.38333333333333336,0.31666666666666665,647335.1,647323.6,647329.35,4185814.1,4185823.6,4185818.85,0.9906,107095.0,-0.24178339969932147,0.3415088781439194,7.0
4,14.422205101855956,736778.6680555556,736778.66875,736778.6684027778,41.0,2.1587989303424644,7b4b,0.3517611000452672,1522018959.0,1522019000.0,1522018979.5,-0.1951219512195122,0.2926829268292683,647323.6,647315.6,647319.6,4185823.6,4185835.6,4185829.6,1.0241,107356.0,-0.2500664442749875,0.32613334061943455,6.0
5,2.5,736778.66875,736778.66875,736778.66875,10.0,2.214297435588181,7b4b,0.25,1522019000.0,1522019010.0,1522019005.0,-0.15,0.2,647315.6,647314.1,647314.85,4185835.6,4185837.6,4185836.6,1.4966,7408.0,-0.2552265459917348,0.285809787385231,5.0
0,5.024937810560445,736777.6256944444,736777.6256944444,736777.6256944444,15.0,3.0419240010986313,796d,0.334995854037363,1521928901.0,1521928916.0,1521928908.5,-0.3333333333333333,0.03333333333333333,647399.6,647394.6,647397.1,4185716.6,4185717.1,4185716.85,1.9751,111486.0,-0.6123376623376624,0.2811688311688312,5.0
1,11.412712210513327,736777.6256944444,736777.6263888889,736777.6260416666,10.0,2.6387494426619322,796d,1.1412712210513327,1521928916.0,1521928926.0,1521928921.0,-1.0,0.55,647394.6,647384.6,647389.6,4185717.1,4185722.6,4185719.85,1.8654,111482.0,-0.5926070038910507,0.26575875486381323,6.0
2,5.1478150704935,736777.6263888889,736777.6263888889,736777.6263888889,5.0,2.6344941491974563,796d,1.0295630140987,1521928926.0,1521928931.0,1521928928.5,-0.9,0.5,647384.6,647380.1,647382.35,4185722.6,4185725.1,4185723.85,2.8224,113658.0,-0.583168316831683,0.26014851485148516,7.0
3,0.5,736777.6263888889,736777.6263888889,736777.6263888889,5.0,0.0,796d,0.1,1521928931.0,1521928936.0,1521928933.5,0.1,0.0,647380.1,647380.6,647380.35,4185725.1,4185725.1,4185725.1,2.8224,113658.0,-0.6105263157894737,0.2855263157894737,8.0
4,3.0413812651491097,736777.6263888889,736777.6263888889,736777.6263888889,5.0,2.976443976175166,796d,0.6082762530298219,1521928936.0,1521928941.0,1521928938.5,-0.6,0.1,647380.6,647377.6,647379.1,4185725.1,4185725.6,4185725.35,2.8224,113658.0,-0.6210526315789474,0.30701754385964913,8.0
5,3.3541019662496847,736777.6263888889,736777.6263888889,736777.6263888889,5.0,2.677945044588987,796d,0.6708203932499369,1521928941.0,1521928946.0,1521928943.5,-0.6,0.3,647377.6,647374.6,647376.1,4185725.6,4185727.1,4185726.35,2.603,116387.0,-0.5071428571428571,0.21666666666666667,8.0
6,7.211102550927978,736777.6263888889,736777.6263888889,736777.6263888889,5.0,2.5535900500422257,796d,1.4422205101855956,1521928946.0,1521928951.0,1521928948.5,-1.2,0.8,647374.6,647368.6,647371.6,4185727.1,4185731.1,4185729.1,2.3622,110394.0,-0.5297619047619048,0.23333333333333334,8.0
7,1.5811388300841898,736777.6263888889,736777.6263888889,736777.6263888889,5.0,-1.2490457723982544,796d,0.31622776601683794,1521928951.0,1521928956.0,1521928953.5,0.1,-0.3,647368.6,647369.1,647368.85,4185731.1,4185729.6,4185730.35,2.1976,110398.0,-0.5736157476689305,0.2805916887302866,8.0
8,1.5,736777.6263888889,736777.6263888889,736777.6263888889,5.0,3.141592653589793,796d,0.3,1521928956.0,1521928961.0,1521928958.5,-0.3,0.0,647369.1,647367.6,647368.35,4185729.6,4185729.6,4185729.6,2.5481,109742.0,-0.5543184885290149,0.2782276203328835,8.0
9,6.800735254367722,736777.6263888889,736777.6263888889,736777.6263888889,5.0,2.5127963671743605,796d,1.3601470508735445,1521928961.0,1521928966.0,1521928963.5,-1.1,0.8,647367.6,647362.1,647364.85,4185729.6,4185733.6,4185731.6,2.1976,110398.0,-0.5323904603438713,0.27992235163616197,8.0
10,3.2015621187164243,736777.6263888889,736777.6263888889,736777.6263888889,6.0,2.4668517113662407,796d,0.5335936864527374,1521928966.0,1521928972.0,1521928969.0,-0.4166666666666667,0.3333333333333333,647362.1,647359.6,647360.85,4185733.6,4185735.6,4185734.6,1.9568,121431.0,-0.5511198575578671,0.3257426670415144,8.0
11,2.5,736777.6263888889,736777.6263888889,736777.6263888889,5.0,3.141592653589793,796d,0.5,1521928972.0,1521928977.0,1521928974.5,-0.5,0.0,647359.6,647357.1,647358.35,4185735.6,4185735.6,4185735.6,1.7526,110410.0,-0.5692144373673036,0.34743099787685777,8.0
12,3.5355339059327378,736777.6263888889,736777.6270833333,736777.6267361111,5.0,2.356194490192345,796d,0.7071067811865476,1521928977.0,1521928982.0,1521928979.5,-0.5,0.5,647357.1,647354.6,647355.85,4185735.6,4185738.1,4185736.85,1.7526,110410.0,-0.545388172304697,0.3312241421270382,8.0
13,9.300537618869138,736777.6270833333,736777.6270833333,736777.6270833333,10.0,2.50884381858761,796d,0.9300537618869138,1521928982.0,1521928992.0,1521928987.0,-0.75,0.55,647354.6,647347.1,647350.85,4185738.1,4185743.6,4185740.85,1.4509,110853.0,-0.51354096140826,0.28319074290638274,8.0
14,1.5,736777.6270833333,736777.6270833333,736777.6270833333,5.0,-1.5707963267948966,796d,0.3,1521928992.0,1521928997.0,1521928994.5,0.0,-0.3,647347.1,647347.1,647347.1,4185743.6,4185742.1,4185742.85,1.6093,121454.0,-0.5061224489795918,0.2763265306122449,8.0
15,2.9154759474226504,736777.6270833333,736777.6270833333,736777.6270833333,5.0,2.601173153319209,796d,0.5830951894845301,1521928997.0,1521929002.0,1521928999.5,-0.5,0.3,647347.1,647344.6,647345.85,4185742.1,4185743.6,4185742.85,1.4326,109967.0,-0.48541666666666666,0.3020833333333333,8.0
16,9.394147114027968,736777.6270833333,736777.6270833333,736777.6270833333,15.0,2.701750070774057,796d,0.6262764742685312,1521929002.0,1521929017.0,1521929009.5,-0.5666666666666667,0.26666666666666666,647344.6,647336.1,647340.35,4185743.6,4185747.6,4185745.6,1.3411,110016.0,-0.46217687074829933,0.313469387755102,8.0
17,2.1213203435596424,736777.6270833333,736777.6270833333,736777.6270833333,5.0,2.356194490192345,796d,0.42426406871192845,1521929017.0,1521929022.0,1521929019.5,-0.3,0.3,647336.1,647334.6,647335.35,4185747.6,4185749.1,4185748.35,1.3076,109990.0,-0.4319874438357851,0.3489259555610266,8.0
18,4.272001872658765,736777.6270833333,736777.6270833333,736777.6270833333,5.0,1.9295669970654687,796d,0.854400374531753,1521929022.0,1521929027.0,1521929024.5,-0.3,0.8,647334.6,647333.1,647333.85,4185749.1,4185753.1,4185751.1,1.2527,112442.0,-0.43120491584290677,0.43047021106064653,8.0
19,3.2015621187164243,736777.6270833333,736777.6270833333,736777.6270833333,5.0,2.2455372690184494,796d,0.6403124237432849,1521929027.0,1521929032.0,1521929029.5,-0.4,0.5,647333.1,647331.1,647332.1,4185753.1,4185755.6,4185754.35,1.2527,112442.0,-0.39101391650099404,0.4959840954274354,8.0
20,4.301162633521313,736777.6270833333,736777.6270833333,736777.6270833333,6.0,2.191045812777718,796d,0.7168604389202189,1521929032.0,1521929038.0,1521929035.0,-0.4166666666666667,0.5833333333333334,647331.1,647328.6,647329.85,4185755.6,4185759.1,4185757.35,1.1034,116618.0,-0.3418727915194346,0.5962897526501767,8.0
21,3.1622776601683795,736777.6270833333,736777.6277777777,736777.6274305555,5.0,1.892546881191539,796d,0.6324555320336759,1521929038.0,1521929043.0,1521929040.5,-0.2,0.6,647328.6,647327.6,647328.1,4185759.1,4185762.1,4185760.6,1.8989,112897.0,-0.3471991125901276,0.6158624514697726,8.0
22,3.8078865529319543,736777.6277777777,736777.6277777777,736777.6277777777,5.0,1.9756881130799802,796d,0.7615773105863909,1521929043.0,1521929048.0,1521929045.5,-0.3,0.7,647327.6,647326.1,647326.85,4185762.1,4185765.6,4185763.85,1.8989,112897.0,-0.34502923976608185,0.607399910031489,8.0
23,3.905124837953327,736777.6277777777,736777.6277777777,736777.6277777777,5.0,2.2655346029916,796d,0.7810249675906654,1521929048.0,1521929053.0,1521929050.5,-0.5,0.6,647326.1,647323.6,647324.85,4185765.6,4185768.6,4185767.1,1.7252,121526.0,-0.34309888338897204,0.6158627834695523,8.0
24,3.3541019662496847,736777.6277777777,736777.6277777777,736777.6277777777,5.0,2.0344439357957027,796d,0.6708203932499369,1521929053.0,1521929058.0,1521929055.5,-0.3,0.6,647323.6,647322.1,647322.85,4185768.6,4185771.6,4185770.1,1.585,109219.0,-0.34661654135338343,0.6300751879699248,8.0
25,3.3541019662496847,736777.6277777777,736777.6277777777,736777.6277777777,5.0,2.0344439357957027,796d,0.6708203932499369,1521929058.0,1521929063.0,1521929060.5,-0.3,0.6,647322.1,647320.6,647321.35,4185771.6,4185774.6,4185773.1,1.585,109219.0,-0.3527027027027027,0.6261261261261262,8.0
26,3.605551275463989,736777.6277777777,736777.6277777777,736777.6277777777,5.0,2.1587989303424644,796d,0.7211102550927978,1521929063.0,1521929068.0,1521929065.5,-0.4,0.6,647320.6,647318.6,647319.6,4185774.6,4185777.6,4185776.1,1.4539,112703.0,-0.3452229299363057,0.6195329087048832,8.0
27,7.826237921249264,736777.6277777777,736777.6277777777,736777.6277777777,10.0,2.0344439357957027,796d,0.7826237921249264,1521929068.0,1521929078.0,1521929073.0,-0.35,0.7,647318.6,647315.1,647316.85,4185777.6,4185784.6,4185781.1,1.4752,109210.0,-0.3383333333333333,0.6183333333333333,8.0
28,2.9154759474226504,736777.6277777777,736777.6277777777,736777.6277777777,5.0,2.1112158270654806,796d,0.5830951894845301,1521929078.0,1521929083.0,1521929080.5,-0.3,0.5,647315.1,647313.6,647314.35,4185784.6,4185787.1,4185785.85,1.4752,108968.0,-0.33970276008492567,0.5959660297239915,8.0
29,3.3541019662496847,736777.6277777777,736777.6277777777,736777.6277777777,5.0,2.0344439357957027,796d,0.6708203932499369,1521929083.0,1521929088.0,1521929085.5,-0.3,0.6,647313.6,647312.1,647312.85,4185787.1,4185790.1,4185788.6,1.3015,109844.0,-0.3175243271675287,0.574647146488998,8.0
30,3.605551275463989,736777.6277777777,736777.6277777777,736777.6277777777,5.0,2.1587989303424644,796d,0.7211102550927978,1521929088.0,1521929093.0,1521929090.5,-0.4,0.6,647312.1,647310.1,647311.1,4185790.1,4185793.1,4185791.6,1.2863,108918.0,-0.30695146371698295,0.5476303995422904,8.0
31,2.1213203435596424,736777.6277777777,736777.6277777777,736777.6277777777,5.0,2.356194490192345,796d,0.42426406871192845,1521929093.0,1521929098.0,1521929095.5,-0.3,0.3,647310.1,647308.6,647309.35,4185793.1,4185794.6,4185793.85,1.3625,108911.0,-0.2914032168607876,0.5114254021075985,8.0
32,3.5355339059327378,736777.6277777777,736777.6284722222,736777.628125,6.0,1.7126933813990606,796d,0.5892556509887896,1521929098.0,1521929104.0,1521929101.0,-0.08333333333333333,0.5833333333333334,647308.6,647308.1,647308.35,4185794.6,4185798.1,4185796.35,1.3625,108911.0,-0.2862190812720848,0.48984098939929327,8.0
33,3.5355339059327378,736777.6284722222,736777.6284722222,736777.6284722222,5.0,2.356194490192345,796d,0.7071067811865476,1521929104.0,1521929109.0,1521929106.5,-0.5,0.5,647308.1,647305.6,647306.85,4185798.1,4185800.6,4185799.35,1.3929,108909.0,-0.2743760399334443,0.47842484747642816,8.0
34,2.692582403567252,736777.6284722222,736777.6284722222,736777.6284722222,5.0,1.9513027039072615,796d,0.5385164807134504,1521929109.0,1521929114.0,1521929111.5,-0.2,0.5,647305.6,647304.6,647305.1,4185800.6,4185803.1,4185801.85,1.6154,119458.0,-0.2658569500674764,0.48504273504273504,8.0
35,2.1213203435596424,736777.6284722222,736777.6284722222,736777.6284722222,5.0,2.356194490192345,796d,0.42426406871192845,1521929114.0,1521929119.0,1521929116.5,-0.3,0.3,647304.6,647303.1,647303.85,4185803.1,4185804.6,4185803.85,1.6002,112560.0,-0.2713249683435018,0.4944169448601358,8.0
36,3.1622776601683795,736777.6284722222,736777.6284722222,736777.6284722222,5.0,1.892546881191539,796d,0.6324555320336759,1521929119.0,1521929124.0,1521929121.5,-0.2,0.6,647303.1,647302.1,647302.6,4185804.6,4185807.6,4185806.1,1.588,112909.0,-0.275,0.49523809523809526,8.0
37,3.3541019662496847,736777.6284722222,736777.6284722222,736777.6284722222,5.0,2.0344439357957027,796d,0.6708203932499369,1521929124.0,1521929129.0,1521929126.5,-0.3,0.6,647302.1,647300.6,647301.35,4185807.6,4185810.6,4185809.1,1.588,112909.0,-0.26785714285714285,0.49642857142857144,8.0
